"Table S2. Characterization of AGO1 Binding Sites and Associated Genes, related to Figures 1-5"																								
Peak ID	Chromosome	Start	End	Relative ChIP signala (RPKM)			Normalized ChIP signal (RPKM)			Associated genes	Gene ID	RNA-seq  (RPKM)				GRO-seq  (RPKM)		PolII  (RPKM)		PolII_Ser2P  (RPKM)		PolII_Ser5P (RPKM)		Nuclear AGO1-bound sRNAs  (RPKM)
AGO1_peak_343	Chr2	14913978	14914309	-0.93	3.94	3.17	13.08	14.49	14.65	At2g35500	At2g35500	50.17	50.26	0.00	1.00	1.10	0.86	10.16	9.04	14.15	10.03	14.47	11.72	0.91
AGO1_peak_344	Chr2	15009714	15009881	2.64	10.32	3.22	11.72	6.78	12	At2g35710_downstream_1k	At2g35710	12.78	5.36	-1.25	0.09	1.01	0.65	13.75	23.01	11.62	23.61	15.44	31.65	0.00
AGO1_peak_345	Chr2	15056957	15057463	-2.63	0.27	4.5	12.31	12.03	16.25	At2g35840	At2g35840	56.98	97.54	0.78	0.07	4.61	1.34	10.18	9.53	13.26	11.08	14.43	10.52	0.29
AGO1_peak_346	Chr2	15130673	15130933	NA	5.68	9.2	15.06	9.33	8.11	.	NA													
AGO1_peak_347	Chr2	15135845	15136085	3.96	7.49	9.33	17.3	15.27	18.45	At2g36050	At2g36050	27.01	6.58	-2.04	0.00	4.50	1.15	39.47	14.49	24.94	14.51	39.13	18.73	6.86
AGO1_peak_348	Chr2	15139827	15140570	-0.24	4.49	8.98	12.69	12.26	12.91	.	NA													
AGO1_peak_349	Chr2	15270914	15271231	-0.97	6.94	5.85	9.54	12.41	17.96	At2g36400	At2g36400	27.92	18.40	-0.60	0.68	6.22	3.04	22.29	17.77	25.48	27.66	30.86	32.81	1.73
AGO1_peak_350	Chr2	15280570	15280845	NA	5.19	13.33	9.71	10.97	10.35	At2g36410_downstream_1k	At2g36410	38.94	18.77	-1.05	0.01	6.18	1.91	22.72	19.52	24.68	23.67	33.97	30.73	0.73
AGO1_peak_351	Chr2	15286347	15286589	-8.6	2.32	5.39	12.99	13.14	13.07	At2g36420_promoter_1k	At2g36420	11.75	5.80	-1.02	0.06	2.91	0.65	12.26	11.45	11.24	10.99	14.95	12.78	0.45
AGO1_peak_352	Chr2	15375037	15375448	-5.73	6.74	2.03	10.68	8.52	10.78	.	NA													
AGO1_peak_353	Chr2	15444363	15444570	0.32	0.47	5.03	9.74	7.03	11.72	At2g36830_promoter_1k	At2g36830	719.01	357.72	-1.01	0.02	32.27	19.85	64.91	31.61	33.93	19.74	61.93	33.78	5.09
AGO1_peak_354	Chr2	15445972	15446385	-2.4	11.47	6.5	13.36	11.61	13.53	At2g36830	At2g36830	719.01	357.72	-1.01	0.02	32.27	19.85	64.91	31.61	33.93	19.74	61.93	33.78	5.09
AGO1_peak_355	Chr2	15598054	15598642	-4.88	1.04	8.41	11.2	8.71	10.58	At2g37130	At2g37130	107.38	189.69	0.82	0.06	15.77	3.71	21.88	11.03	17.20	14.52	26.87	20.67	0.00
AGO1_peak_356	Chr2	15616424	15616583	-10.09	5.85	3.89	15.29	10.51	21.89	.	NA													
AGO1_peak_357	Chr2	15672531	15672887	-1.74	1.61	5.25	14.5	11.96	13.63	At2g37340_promoter_1k	At2g37340	54.58	45.59	-0.26	0.75	3.93	3.24	11.69	9.96	17.94	15.86	18.21	15.50	0.87
AGO1_peak_358	Chr2	15787688	15787983	-1.4	6.24	8.32	12.47	10.23	15.73	At2g37640	At2g37640	89.44	24.78	-1.85	0.00	7.84	2.79	43.86	17.42	17.78	17.07	27.04	21.57	0.78
AGO1_peak_359	Chr2	15802759	15803028	-9.13	6.46	9.16	13.89	9.41	9.41	At2g37678_promoter_1k;At2g37680_downstream_1k	At2g37678	12.58	11.52	-0.13	0.93	3.15	1.27	16.02	9.75	17.12	16.19	20.16	18.21	1.05
											At2g37680	8.72	15.68	0.85	0.15	0.74	0.59	11.25	7.94	8.58	9.04	7.95	9.12	0.12
AGO1_peak_360	Chr2	15856544	15856817	-2.51	0.06	6.37	12.82	10.46	14.68	At2g37860	At2g37860	18.62	22.94	0.30	0.69	1.55	1.26	7.94	6.73	8.14	7.67	7.30	6.41	0.97
AGO1_peak_361	Chr2	15977311	15977617	0.77	3.52	3.76	10.66	6.87	7.58	At2g38120_downstream_1k	At2g38120	62.53	23.42	-1.42	0.00	8.08	4.53	26.75	12.64	19.80	17.97	29.55	24.94	1.06
AGO1_peak_362	Chr2	15992030	15992484	0.29	7.57	1.54	22.6	20.41	14.86	At2g38170	At2g38170	124.98	73.53	-0.77	0.08	14.80	9.51	29.32	24.57	35.70	22.78	54.20	33.83	3.85
AGO1_peak_363	Chr2	16289871	16290310	-2.03	3.26	12.53	13.78	8.1	11.05	.	NA													
AGO1_peak_364	Chr2	16339028	16339497	-1.32	5.47	1.86	10.62	7.01	13.04	.	NA													
AGO1_peak_365	Chr2	16391382	16391954	-0.42	7.48	2.59	14.72	11.12	13.46	At2g39250_promoter_1k;At2g39260_downstream_1k	At2g39250	11.36	1.69	-2.75	0.00	1.25	0.03	8.01	6.48	6.50	5.74	6.46	4.22	1.53
											At2g39260	17.52	19.97	0.19	0.83	2.73	1.31	6.72	6.35	9.77	9.70	7.35	7.63	0.33
AGO1_peak_366	Chr2	16529027	16529250	-0.92	7.28	4.94	13.57	17.4	16.55	At2g39650	At2g39650	10.01	3.68	-1.44	0.02	0.55	0.60	23.75	32.18	25.38	29.93	32.50	36.10	0.86
AGO1_peak_367	Chr2	16529301	16529557	-0.4	4.73	6.49	14.6	9.68	11.12	At2g39650;At2g39650_promoter_1k	At2g39650	10.01	3.68	-1.44	0.02	0.55	0.60	23.75	32.18	25.38	29.93	32.50	36.10	0.86
AGO1_peak_368	Chr2	16557035	16557206	2.58	4.78	13.34	17	14.18	16.65	At2g39705	At2g39705	18.05	17.16	-0.07	0.96	26.30	8.52	44.68	22.27	24.23	23.24	36.08	34.88	2.32
AGO1_peak_369	Chr2	16571989	16572471	-2.06	24.51	2.63	28.18	23.03	19.69	At2g39730	At2g39730	3705.63	1751.56	-1.08	0.09	66.52	15.70	60.34	32.79	60.67	23.68	81.65	31.76	15.81
AGO1_peak_370	Chr2	16642349	16642939	0.97	3.74	7.04	13.17	10.78	11.8	At2g39865_promoter_1k;At2g39870_promoter_1k	At2g39865	0.00	0.00	0.00	1.00	0.00	0.00	11.34	8.25	17.33	17.73	18.85	13.01	0.00
											At2g39870	48.80	28.82	-0.76	0.08	3.21	1.44	43.34	23.76	25.53	17.54	42.79	28.37	2.65
AGO1_peak_371	Chr2	16689803	16690169	-0.38	3.15	11.83	10.53	12.07	15.27	At2g39980_promoter_1k	At2g39980	10.33	2.82	-1.87	0.00	4.14	0.61	37.42	19.86	13.35	12.55	19.56	16.91	0.85
AGO1_peak_372	Chr2	16885556	16885944	-3	7.67	1.4	14.22	12.22	14.4	.	NA													
AGO1_peak_373	Chr2	16934545	16934789	2.93	5.26	7.87	12.4	12.59	9.94	At2g40540_downstream_1k;At2g40550_promoter_1k	At2g40540	29.18	21.59	-0.43	0.43	3.69	1.76	10.82	9.53	14.20	10.68	14.98	11.18	1.42
											At2g40550	9.95	7.99	-0.32	0.70	0.39	0.31	6.53	6.61	8.22	6.64	8.46	5.87	0.41
AGO1_peak_374	Chr2	16949853	16950476	-5.98	3.52	3.57	14.95	12.02	14.05	At2g40610	At2g40610	122.13	9.85	-3.63	0.00	22.59	0.34	38.34	8.72	10.04	6.13	12.34	7.04	1.15
AGO1_peak_375	Chr2	16952327	16952700	-4.58	3.69	8.71	12.4	10.83	11.87	.	NA													
AGO1_peak_376	Chr2	17336065	17336323	-1.6	4.05	3.8	12.87	10.86	11.04	At2g41560	At2g41560	61.68	48.24	-0.35	0.58	6.87	3.33	12.53	9.61	25.17	17.67	28.44	18.20	1.34
AGO1_peak_377	Chr2	17526461	17526692	-3.57	2.84	4.86	15.66	14.7	12.33	At2g41980_promoter_1k;At2g41990_promoter_1k	At2g41980	12.14	9.19	-0.40	0.60	0.97	0.49	6.60	6.43	9.91	8.48	9.31	8.46	0.23
											At2g41990	9.43	1.55	-2.61	0.00	1.50	0.10	9.55	7.78	8.64	7.02	9.51	5.71	0.50
AGO1_peak_378	Chr2	17622523	17623147	-2.15	5.71	5.27	14.45	12.18	12.17	At2g42300	At2g42300	22.12	12.91	-0.78	0.10	2.90	0.99	18.66	10.74	18.88	12.20	20.39	12.12	1.66
AGO1_peak_379	Chr2	17649126	17649281	NA	5.41	10.18	15.31	9.39	11.57	At2g42380_promoter_1k	At2g42380	28.18	3.79	-2.89	0.00	5.00	0.48	27.76	12.43	16.56	8.90	26.44	11.69	1.23
AGO1_peak_380	Chr2	17649497	17649768	-2.52	1.78	10.21	13.57	8.55	9.73	At2g42380_promoter_1k	At2g42380	28.18	3.79	-2.89	0.00	5.00	0.48	27.76	12.43	16.56	8.90	26.44	11.69	1.23
AGO1_peak_381	Chr2	17740644	17740950	-4.35	6.35	4.19	12.6	7.22	11.37	.	NA													
AGO1_peak_382	Chr2	17836900	17837186	-2.88	1.94	21.2	12.24	11.87	19.91	At2g42870	At2g42870	14.61	3.08	-2.25	0.00	14.85	2.49	61.30	23.77	17.90	15.51	28.54	23.40	7.34
AGO1_peak_383	Chr2	17837560	17837737	3.45	4.39	7.94	10.72	8.52	7.74	At2g42870_promoter_1k	At2g42870	14.61	3.08	-2.25	0.00	14.85	2.49	61.30	23.77	17.90	15.51	28.54	23.40	7.34
AGO1_peak_384	Chr2	17838096	17838828	0.5	0.25	8.53	13.86	11.12	10.52	At2g42870_promoter_1k	At2g42870	14.61	3.08	-2.25	0.00	14.85	2.49	61.30	23.77	17.90	15.51	28.54	23.40	7.34
AGO1_peak_385	Chr2	17934208	17934705	-5.15	4	2.55	8.35	8.89	8.49	At2g43140	At2g43140	13.48	1.76	-2.94	0.00	2.01	0.26	10.43	6.98	8.23	7.55	6.84	6.66	0.13
AGO1_peak_386	Chr2	18148520	18149013	-3.75	1.53	6.29	8.78	10.27	10.91	At2g43800	At2g43800	16.70	11.93	-0.48	0.38	1.67	1.17	9.20	9.26	10.66	7.54	13.56	7.79	1.32
AGO1_peak_387	Chr2	18184029	18184750	-2.18	6.31	6.5	15.96	11.43	13.6	At2g43900_promoter_1k;At2g43910_downstream_1k	At2g43900	6.16	8.75	0.51	0.35	1.11	0.46	7.93	8.26	11.38	8.23	12.25	8.33	0.37
											At2g43910	305.69	221.98	-0.46	0.40	19.10	1.90	33.91	17.90	27.61	14.36	39.55	18.09	4.12
AGO1_peak_388	Chr2	18187942	18188376	0.07	6.55	3.52	14.08	10.06	10.93	At2g43920_downstream_1k	At2g43920	10.55	4.74	-1.15	0.08	0.76	0.11	7.39	6.48	7.25	5.25	6.45	4.52	0.48
AGO1_peak_389	Chr2	18437099	18437347	NA	8.7	4.43	12.92	11.73	11.06	At2g44710_downstream_1k;At2g44730_downstream_1k	At2g44710	12.60	14.34	0.19	0.84	1.66	1.66	9.41	8.94	13.15	12.95	13.02	11.71	0.51
											At2g44730	20.65	17.63	-0.23	0.79	1.48	1.11	24.31	18.73	23.62	20.81	29.26	24.17	6.33
AGO1_peak_390	Chr2	18625316	18625524	-2.3	13.14	5.43	12.55	15.03	15.21	At2g45170	At2g45170	70.50	52.51	-0.42	0.50	11.14	2.66	27.47	12.46	33.20	24.47	48.41	31.24	1.72
AGO1_peak_391	Chr2	18625710	18626033	-0.11	9.65	8.26	20.38	17.35	13.06	At2g45170;At2g45170_downstream_1k;At2g45180_promoter_1k	At2g45170	70.50	52.51	-0.42	0.50	11.14	2.66	27.47	12.46	33.20	24.47	48.41	31.24	1.72
											At2g45180	2347.31	294.30	-3.00	0.00	453.07	25.50	126.68	63.21	64.50	28.71	86.52	51.52	20.96
AGO1_peak_392	Chr2	18626271	18627345	3.95	28.19	33.58	34.9	29.5	34.46	At2g45170_downstream_1k;At2g45180_promoter_1k;At2g45180	At2g45170	70.50	52.51	-0.42	0.50	11.14	2.66	27.47	12.46	33.20	24.47	48.41	31.24	1.72
											At2g45180	2347.31	294.30	-3.00	0.00	453.07	25.50	126.68	63.21	64.50	28.71	86.52	51.52	20.96
AGO1_peak_393	Chr2	18628432	18628909	1.42	5.14	9.95	9.33	7.91	9.51	At2g45190	At2g45190	54.40	8.66	-2.65	0.00	5.19	1.12	9.61	6.58	12.18	6.19	13.53	5.60	1.25
AGO1_peak_394	Chr2	18680420	18680753	-1.24	6.11	4.02	14.61	11.33	14.57	At2g45300_downstream_1k	At2g45300	42.72	67.52	0.66	0.15	1.31	1.99	10.94	13.63	11.10	14.77	12.01	16.82	0.91
AGO1_peak_395	Chr2	18777963	18778344	-5.02	0.83	3.71	13.39	9.33	13.01	At2g45560	At2g45560	31.66	27.34	-0.21	0.83	3.29	0.57	12.46	9.74	13.52	9.57	16.38	9.52	0.57
AGO1_peak_396	Chr2	18801165	18801504	2	3.46	7.24	8.57	11.13	11.2	At2g45640	At2g45640	41.71	44.36	0.09	0.94	1.68	1.52	11.27	9.49	13.34	11.83	13.77	13.32	0.45
AGO1_peak_397	Chr2	18814759	18815074	-7.36	9.34	1.49	12.43	12.32	9.04	At2g45670	At2g45670	45.51	40.38	-0.17	0.85	4.90	2.64	11.49	11.16	19.48	19.53	19.31	18.55	1.11
AGO1_peak_398	Chr2	18819956	18820207	-8.44	2.37	12.96	13.94	14.6	13.02	At2g45680_downstream_1k	At2g45680	1.92	2.13	0.15	0.97	0.96	1.15	49.48	47.54	32.59	28.01	45.43	39.22	1.35
AGO1_peak_399	Chr2	18862777	18863101	-1.59	4.73	5.43	17.76	20.29	18.23	.	NA													
AGO1_peak_400	Chr2	18873665	18874385	-3.61	4.98	10.11	17.71	14.89	16.4	At2g45850_promoter_1k	At2g45850	22.36	15.29	-0.55	0.29	3.69	0.60	12.92	8.98	15.78	10.43	18.04	9.59	1.01
AGO1_peak_401	Chr2	18908446	18908785	-6.45	10.32	9.79	14.87	13.03	15.86	At2g45950_promoter_1k	At2g45950	10.38	11.26	0.12	0.92	3.49	1.21	7.38	7.07	11.46	9.64	9.69	8.52	1.12
AGO1_peak_402	Chr2	18909024	18909589	-3.45	4.38	6.15	19.42	17.83	19.22	At2g45960_promoter_1k	At2g45960	641.57	253.46	-1.34	0.00	80.04	15.74	90.23	26.31	51.77	22.31	71.25	29.89	14.03
AGO1_peak_403	Chr2	18910269	18914088	-1.62	9.21	9.52	19.66	18.09	20.6	At2g45960_promoter_1k;At2g45960;At2g45960_downstream_1k;At2g45970_downstream_1k;At2g45970	At2g45960	641.57	253.46	-1.34	0.00	80.04	15.74	90.23	26.31	51.77	22.31	71.25	29.89	14.03
											At2g45970	18.66	5.09	-1.87	0.00	4.27	1.97	33.83	16.58	21.76	13.44	29.09	15.66	1.80
AGO1_peak_404	Chr2	18938042	18938254	0.8	6.1	7.23	15.95	12.45	15.92	At2g46040	At2g46040	2.98	2.19	-0.44	0.64	0.35	0.29	8.81	8.74	9.90	8.08	8.51	7.65	0.18
AGO1_peak_405	Chr2	18976787	18976984	-7.28	2.12	7.81	17.76	11.49	13.92	At2g46200_promoter_1k	At2g46200	3.76	6.43	0.78	0.23	1.11	0.84	12.55	9.98	11.16	11.11	10.55	8.99	0.25
AGO1_peak_406	Chr2	19014675	19015008	-6.05	7.29	9.51	11.22	13.11	12.98	At2g46320_promoter_1k	At2g46320	6.39	5.63	-0.18	0.88	2.52	1.28	40.98	32.44	27.53	23.60	32.52	28.50	0.83
AGO1_peak_407	Chr2	19017795	19018527	-1.36	8.53	10.22	18.23	17.81	15.99	At2g46320	At2g46320	6.39	5.63	-0.18	0.88	2.52	1.28	40.98	32.44	27.53	23.60	32.52	28.50	0.83
AGO1_peak_408	Chr2	19031678	19031952	1.24	5.36	8.87	12.99	10.82	10.78	.	NA													
AGO1_peak_409	Chr2	19100778	19101253	-4.82	4.29	12.43	16.73	9.53	15.54	At2g46520_downstream_1k	At2g46520	16.29	15.63	-0.06	0.96	2.57	2.04	11.13	14.44	11.98	16.10	13.61	18.06	1.35
AGO1_peak_410	Chr2	19132236	19132608	-4.59	6.17	3.9	15.63	8.26	14.74	At2g46590_promoter_1k	At2g46590	13.01	5.94	-1.13	0.03	1.61	0.72	13.29	9.03	12.11	9.27	15.44	11.90	4.58
AGO1_peak_411	Chr2	19256177	19256460	-1.82	8.21	1.95	12.58	12.57	11.92	.	NA													
AGO1_peak_412	Chr2	19614499	19615051	-1.19	1.18	7.67	12.79	12.3	13.37	At2g47910	At2g47910	48.76	75.74	0.64	0.18	2.08	0.75	26.55	20.01	19.41	13.92	26.54	18.36	8.84
AGO1_peak_413	Chr2	19651219	19651410	-7.51	7.57	6.19	13.35	12.41	14.91	At2g48060	At2g48060	7.37	7.37	0.00	1.00	3.44	1.81	6.36	7.09	9.84	10.18	7.19	7.30	0.44
AGO1_peak_414	Chr3	190316	191366	-0.17	6.92	9.15	14.07	10.83	12.55	At3g01480	At3g01480	171.05	109.20	-0.65	0.16	7.65	1.41	24.43	14.08	37.61	23.37	51.15	29.12	4.74
AGO1_peak_415	Chr3	196752	197279	-2.99	20.65	1.02	12.94	11.66	12.01	At3g01500	At3g01500	3062.73	2071.06	-0.56	0.44	36.51	7.00	32.94	31.72	49.76	18.15	71.61	22.84	19.02
AGO1_peak_416	Chr3	198222	198787	1.8	11.6	6.34	15.96	12.49	13.06	At3g01500_promoter_1k;At3g01510_downstream_1k	At3g01500	3062.73	2071.06	-0.56	0.44	36.51	7.00	32.94	31.72	49.76	18.15	71.61	22.84	19.02
											At3g01510	17.34	23.75	0.45	0.43	0.78	0.46	8.29	8.94	8.00	7.64	8.35	8.16	0.36
AGO1_peak_417	Chr3	386882	387171	-5.91	4.08	9.24	12.93	14.36	15.69	At3g02140_promoter_1k	At3g02140	10.55	5.23	-1.01	0.09	2.84	1.13	47.91	21.17	21.58	17.16	33.45	23.16	3.88
AGO1_peak_418	Chr3	423372	423659	-3.33	2.53	7.93	11.99	10.14	13.23	At3g02250_downstream_1k	At3g02250	19.16	13.46	-0.51	0.34	3.11	1.78	10.87	9.02	13.88	12.68	14.32	14.22	0.77
AGO1_peak_419	Chr3	727438	728781	0.35	6.6	7.44	14.88	11.88	13.98	At3g03150	At3g03150	244.54	270.96	0.15	0.88	7.89	3.04	38.24	22.76	34.10	36.14	42.26	40.64	1.57
AGO1_peak_420	Chr3	729003	729417	0.32	6.79	7.82	13.9	15.49	19.61	At3g03150	At3g03150	244.54	270.96	0.15	0.88	7.89	3.04	38.24	22.76	34.10	36.14	42.26	40.64	1.57
AGO1_peak_421	Chr3	995460	996023	-3.28	2.16	3.88	18.44	20	19.29	At3g03870	At3g03870	24.00	13.06	-0.88	0.09	2.80	0.61	23.91	11.91	17.07	13.46	22.40	15.50	0.64
AGO1_peak_422	Chr3	1087457	1087749	-5.97	5.17	3.68	13.2	10.7	16.97	At3g04140	At3g04140	3.34	2.03	-0.71	0.34	1.08	0.36	12.06	10.70	12.54	9.77	14.92	9.14	0.95
AGO1_peak_423	Chr3	1175119	1175492	-1.38	7.95	5.38	13.04	11.27	11.03	At3g04420_downstream_1k;At3g04430_downstream_1k	At3g04420	0.55	0.79	0.54	1.00	0.13	0.10	6.30	6.59	5.62	4.54	5.10	3.41	0.00
											At3g04430	0.00	0.00	0.00	1.00	0.01	0.00	4.66	5.44	5.36	5.33	4.30	3.78	0.00
AGO1_peak_424	Chr3	1354635	1354824	NA	5.58	9.82	12.55	11.12	15.06	At3g04910	At3g04910	61.80	33.09	-0.90	0.03	22.89	4.63	24.84	16.09	27.73	26.28	36.04	31.58	3.19
AGO1_peak_425	Chr3	1357690	1358076	2.02	5.23	5.73	15.06	13.82	16.66	At3g04910	At3g04910	61.80	33.09	-0.90	0.03	22.89	4.63	24.84	16.09	27.73	26.28	36.04	31.58	3.19
AGO1_peak_426	Chr3	1428844	1429073	0.74	1.06	9.44	13.21	6.82	12.89	.	NA													
AGO1_peak_427	Chr3	1767548	1767761	2.87	4.47	5.4	14.76	9.87	16.34	At3g05910_promoter_1k	At3g05910	58.43	38.16	-0.61	0.21	3.73	4.45	11.13	9.37	12.52	11.70	13.06	13.58	0.67
AGO1_peak_428	Chr3	1830739	1831117	-3.17	10.43	12.93	15.22	13.11	11.72	At3g06060_promoter_1k;At3g06070_downstream_1k;At3g06070	At3g06060	26.49	16.72	-0.66	0.18	1.76	1.01	12.54	10.07	13.73	13.31	14.66	13.04	1.00
											At3g06070	65.54	11.59	-2.50	0.00	7.98	1.30	75.67	33.73	33.45	20.99	59.67	39.21	1.61
AGO1_peak_429	Chr3	1831257	1832131	0.19	9.28	10.76	21.92	17.39	20.15	At3g06070	At3g06070	65.54	11.59	-2.50	0.00	7.98	1.30	75.67	33.73	33.45	20.99	59.67	39.21	1.61
AGO1_peak_430	Chr3	1832938	1833369	1.33	1.67	7.42	13.35	14.5	12.23	.	NA													
AGO1_peak_431	Chr3	1833660	1834051	-4.37	7.61	11.63	15.47	12.95	9.98	At3g06080_downstream_1k	At3g06080	23.78	20.17	-0.24	0.77	5.11	1.84	23.14	13.47	24.53	19.04	27.01	19.48	3.23
AGO1_peak_432	Chr3	1834515	1834761	2.48	12.46	5.82	17.12	10.08	15.86	At3g06080_downstream_1k;At3g06080	At3g06080	23.78	20.17	-0.24	0.77	5.11	1.84	23.14	13.47	24.53	19.04	27.01	19.48	3.23
AGO1_peak_433	Chr3	1834845	1835309	-6.33	7.81	6.28	12.4	13.47	20.68	At3g06080	At3g06080	23.78	20.17	-0.24	0.77	5.11	1.84	23.14	13.47	24.53	19.04	27.01	19.48	3.23
AGO1_peak_434	Chr3	1837690	1838007	3.97	5.74	6.54	15.53	14.79	15.63	At3g06080_promoter_1k;At3g06080	At3g06080	23.78	20.17	-0.24	0.77	5.11	1.84	23.14	13.47	24.53	19.04	27.01	19.48	3.23
AGO1_peak_435	Chr3	1838280	1838592	-6.46	3.4	8.44	12.93	13.13	14.87	At3g06080_promoter_1k	At3g06080	23.78	20.17	-0.24	0.77	5.11	1.84	23.14	13.47	24.53	19.04	27.01	19.48	3.23
AGO1_peak_436	Chr3	2136647	2136947	-9.44	3.08	6.36	15.42	12.57	11.95	At3g06770	At3g06770	20.93	4.34	-2.27	0.00	3.95	0.90	14.93	9.13	14.95	10.09	19.28	10.33	0.11
AGO1_peak_437	Chr3	2204764	2205165	-9.45	5.7	5.31	12.57	13.17	18.93	At3g06980_downstream_1k;At3g06985_promoter_1k	At3g06980	48.90	54.52	0.16	0.87	2.09	0.76	9.43	8.80	14.58	10.21	16.08	10.60	0.58
											At3g06985	0.00	0.00	0.00	1.00	0.06	0.00	6.65	4.95	10.38	7.14	7.33	6.66	0.00
AGO1_peak_438	Chr3	2261130	2261353	-1.85	2.06	10.74	15.69	14.26	15.6	At3g07140	At3g07140	17.10	19.49	0.19	0.84	1.22	1.59	8.29	9.02	9.66	9.35	11.30	10.46	0.11
AGO1_peak_439	Chr3	2329341	2329819	-4.65	4.81	2.5	18.61	14.54	19.85	At3g07310	At3g07310	48.26	41.90	-0.20	0.81	4.04	1.11	15.54	9.65	23.20	14.39	25.89	16.10	0.98
AGO1_peak_440	Chr3	2633098	2633350	2.02	2.97	5.32	10.83	9.41	7.11	At3g08660_downstream_1k	At3g08660	1.52	0.47	-1.70	0.11	0.11	0.00	10.43	7.40	8.05	5.70	7.05	6.07	0.55
AGO1_peak_441	Chr3	3281442	3282087	-3.44	10.77	4.43	17.56	16.63	17.82	At3g10525	At3g10525	43.30	39.06	-0.15	0.89	36.81	4.18	67.78	37.97	39.61	22.42	64.64	34.47	1.66
AGO1_peak_442	Chr3	3663638	3664016	-5.33	2.69	5.12	14.44	11.55	11.72	At3g11591	At3g11591	4.00	5.25	0.39	0.96	5.58	2.29	17.51	13.20	29.23	26.02	18.04	20.74	0.00
AGO1_peak_443	Chr3	4024689	4025014	-12.81	7.66	1.53	12.23	13.93	11.36	At3g12670_promoter_1k;At3g12680_downstream_1k	At3g12670	34.13	31.03	-0.14	0.89	1.42	2.08	8.30	7.88	11.22	11.57	11.91	10.61	0.81
											At3g12680	14.64	13.15	-0.15	0.88	1.78	1.37	7.54	7.28	10.32	9.04	8.69	7.63	0.48
AGO1_peak_444	Chr3	4062757	4063202	-5.29	8.47	0.71	13.2	13.56	16.35	At3g12780	At3g12780	957.41	902.94	-0.08	0.95	26.82	10.43	18.74	15.36	30.30	16.78	42.04	18.93	4.41
AGO1_peak_445	Chr3	4119464	4119652	NA	7.48	12.24	17.04	12.61	6.17	.	NA													
AGO1_peak_446	Chr3	4142306	4142567	0.51	6.98	6.36	10.91	9.5	9.7	At3g12970	At3g12970	3.01	0.85	-1.83	0.04	0.58	0.35	12.11	8.56	11.34	9.09	14.46	10.77	0.19
AGO1_peak_447	Chr3	4289625	4289838	-4.97	0.89	7.62	12.53	15.18	13.86	At3g13275	At3g13275	5.37	3.10	-0.79	0.48	3.26	0.90	23.06	21.63	23.62	26.71	22.77	23.86	0.43
AGO1_peak_448	Chr3	4490040	4490709	-0.88	7.89	8.62	15.69	15.46	15.92	At3g13690_downstream_1k;At3g13700_downstream_1k;At3g13710_downstream_1k	At3g13690	26.89	11.95	-1.17	0.00	3.95	1.31	12.28	9.59	14.46	11.12	17.30	12.02	1.49
											At3g13700	5.80	5.85	0.01	0.99	0.72	0.53	12.84	12.29	10.40	10.52	10.90	11.31	0.72
											At3g13710	0.00	0.00	NA	1.00	0.72	0.52	13.06	12.50	10.48	10.57	11.01	11.47	0.70
AGO1_peak_449	Chr3	4506796	4507150	-5.4	5.32	2.76	14.07	11.42	11.62	At3g13740_downstream_1k	At3g13740	33.74	40.36	0.26	0.75	3.08	0.89	13.81	8.34	15.78	11.79	17.39	10.92	0.82
AGO1_peak_450	Chr3	4510845	4516651	-0.7	14.7	10.58	16.82	29.06	20.83	At3g13750	At3g13750	235.83	232.62	-0.02	0.99	26.92	4.45	39.61	20.96	49.08	31.93	70.02	45.46	21.78
AGO1_peak_451	Chr3	4541412	4542019	-3.49	3.23	8.72	15.83	12.61	15.98	At3g13800_downstream_1k	At3g13800	11.96	11.87	-0.01	0.99	1.45	1.04	8.48	9.25	9.89	10.33	10.02	10.78	0.31
AGO1_peak_452	Chr3	4616348	4616571	1.82	4.92	7.18	9.84	11.36	14.19	.	NA													
AGO1_peak_453	Chr3	4731238	4731995	-1.86	3.05	10.59	17.94	10.18	11.14	At3g14210	At3g14210	210.17	47.05	-2.16	0.00	25.10	4.77	37.27	8.66	21.65	6.24	36.91	6.36	19.41
AGO1_peak_454	Chr3	4819743	4821832	-0.49	10.92	3.23	16.52	13.83	13.83	At3g14415;At3g14415_downstream_1k;At3g14420_promoter_1k;At3g14420	At3g14415	527.35	519.14	-0.02	0.99	36.05	5.21	28.00	18.33	39.23	15.83	56.95	19.56	5.45
											At3g14420	814.77	741.50	-0.14	0.91	33.36	7.57	22.94	21.09	37.36	15.13	55.23	16.31	6.40
AGO1_peak_455	Chr3	4823880	4824286	-1.78	11.46	0.01	17.97	15.93	12.99	At3g14420	At3g14420	814.77	741.50	-0.14	0.91	33.36	7.57	22.94	21.09	37.36	15.13	55.23	16.31	6.40
AGO1_peak_456	Chr3	4922167	4922404	-2.36	4.15	1.61	14.02	11.14	14.68	At3g14650	At3g14650	64.53	76.66	0.25	0.75	6.78	3.31	18.39	13.87	24.77	17.97	30.57	19.55	18.37
AGO1_peak_457	Chr3	4975975	4976235	0.91	6.68	8.45	11.41	8.29	8.92	.	NA													
AGO1_peak_458	Chr3	5003527	5003746	-9.51	6.04	5.21	14.08	13.04	9.15	At3g14870	At3g14870	4.95	7.13	0.53	0.46	0.64	1.37	14.91	18.50	17.81	24.43	23.13	29.28	0.50
