Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT5G18480	1381	1223	549	728
gene:AT5G18490	743	624	631	509
gene:AT5G18500	1116	1137	1079	1826
gene:AT5G18510	0	0	0	4
gene:AT5G18520	1799	2058	1478	1686
gene:AT5G18525	876	715	647	825
gene:AT5G18540	128	121	120	165
gene:AT5G18550	708	544	230	279
gene:AT5G18560	22	22	12	20
gene:AT5G18570	820	978	973	1186
gene:AT5G18580	940	935	824	1086
gene:AT5G18590	715	755	708	955
gene:AT5G18600	358	252	931	912
gene:AT5G18610	659	592	585	693
gene:AT5G18620	847	820	609	713
gene:AT5G18630	1024	867	1230	922
gene:AT5G18636	6	6	25	16
gene:AT5G18640	361	316	501	543
gene:AT5G18650	823	693	1425	1331
gene:AT5G18660	1263	1559	1409	1772
gene:AT5G18661	2	0	0	0
gene:AT5G18670	595	447	740	977
gene:AT5G18680	841	686	535	624
gene:AT5G18690	268	207	93	107
gene:AT5G18700	367	434	446	368
gene:AT5G18705	0	0	0	0
gene:AT5G18710	4	2	2	2
gene:AT5G18720	2	0	0	0
gene:AT5G18730	2	2	2	2
gene:AT5G18735	0	0	0	0
gene:AT5G18740	0	1	0	0
gene:AT5G18748	0	0	0	0
gene:AT5G18750	318	277	278	241
gene:AT5G18760	214	173	193	207
gene:AT5G18770	136	99	119	105
gene:AT5G18780	322	275	69	81
gene:AT5G18790	129	138	103	146
gene:AT5G18800	1013	1033	603	773
gene:AT5G18810	29	28	18	16
gene:AT5G18820	102	103	130	163
gene:AT5G18830	730	691	569	762
gene:AT5G18840	163	224	32	56
gene:AT5G18850	221	170	229	260
gene:AT5G18860	215	220	470	684
gene:AT5G18870	2	5	0	2
gene:AT5G18880	0	0	0	0
gene:AT5G18890	0	0	3	0
gene:AT5G18900	686	637	400	440
gene:AT5G18910	2	0	4	4
gene:AT5G18920	64	47	33	44
gene:AT5G18930	16	16	55	67
gene:AT5G18933	0	0	0	0
gene:AT5G18937	8	21	14	40
gene:AT5G18940	496	412	348	403
gene:AT5G18950	181	196	183	200
gene:AT5G18960	748	649	794	899
gene:AT5G18970	104	86	45	80
gene:AT5G18980	402	305	317	387
gene:AT5G18990	0	0	0	0
gene:AT5G19000	707	689	493	583
gene:AT5G19010	1168	1113	1142	1311
gene:AT5G19020	174	153	129	150
gene:AT5G19025	77	105	117	114
gene:AT5G19030	103	159	116	132
gene:AT5G19040	38	18	27	30
gene:AT5G19050	403	395	304	299
gene:AT5G19060	48	32	22	24
gene:AT5G19070	151	171	138	160
gene:AT5G19080	251	164	184	211
gene:AT5G19090	1169	1081	1042	1052
gene:AT5G19100	54	38	24	32
gene:AT5G19110	323	214	63	84
gene:AT5G19120	3528	2817	8735	4654
gene:AT5G19130	493	440	311	471
gene:AT5G19140	4	4	0	0
gene:AT5G19150	309	346	265	297
gene:AT5G19151	83	83	50	52
gene:AT5G19160	73	66	76	58
gene:AT5G19170	20	11	27	58
gene:AT5G19172	0	0	0	0
gene:AT5G19175	0	0	0	0
gene:AT5G19180	942	852	671	747
gene:AT5G19190	178	198	1395	1813
gene:AT5G19200	185	140	120	154
gene:AT5G19210	108	137	136	172
gene:AT5G19220	2617	2826	2067	2589
gene:AT5G19230	861	860	530	312
gene:AT5G19240	2031	1678	407	345
gene:AT5G19250	2441	2588	975	1291
gene:AT5G19260	22	22	48	34
gene:AT5G19270	0	0	0	0
gene:AT5G19280	599	446	424	524
gene:AT5G19290	895	904	990	823
gene:AT5G19300	189	197	134	187
gene:AT5G19310	262	316	239	346
gene:AT5G19315	0	0	0	0
gene:AT5G19320	539	568	312	415
gene:AT5G19330	1586	1527	1463	1911
gene:AT5G19340	148	218	244	277
gene:AT5G19350	614	677	747	868
gene:AT5G19360	0	0	0	0
gene:AT5G19370	670	726	584	692
gene:AT5G19380	286	299	158	227
gene:AT5G19390	858	781	1116	1443
gene:AT5G19400	2466	2414	2197	2457
gene:AT5G19410	48	30	75	70
gene:AT5G19420	571	443	450	402
gene:AT5G19430	655	685	357	328
gene:AT5G19440	6184	5607	2147	1775
gene:AT5G19450	1301	1052	991	1194
gene:AT5G19460	271	340	215	254
gene:AT5G19470	1	3	0	0
gene:AT5G19473	0	0	1	0
gene:AT5G19480	253	265	320	321
gene:AT5G19485	382	400	374	408
gene:AT5G19490	11	27	16	13
gene:AT5G19500	208	218	195	287
gene:AT5G19510	3305	3679	2960	3166
gene:AT5G19520	561	522	338	373
gene:AT5G19530	369	327	628	934
gene:AT5G19540	1819	2184	2210	2164
gene:AT5G19550	2520	2379	1008	1264
gene:AT5G19560	4	4	21	22
gene:AT5G19570	142	150	110	89
gene:AT5G19580	80	77	98	61
gene:AT5G19590	1948	2204	1243	1338
gene:AT5G19595	0	0	0	0
gene:AT5G19600	71	41	103	195
gene:AT5G19610	0	0	0	0
gene:AT5G19620	607	698	580	701
gene:AT5G19630	175	183	191	206
gene:AT5G19633	0	0	0	0
gene:AT5G19640	0	0	0	0
gene:AT5G19650	24	46	8	6
gene:AT5G19660	507	525	477	548
gene:AT5G19670	56	112	111	152
gene:AT5G19675	0	0	0	0
gene:AT5G19680	680	567	444	559
gene:AT5G19690	2393	2274	1367	1664
gene:AT5G19700	2	0	2	0
gene:AT5G19710	0	0	0	0
gene:AT5G19720	0	0	1	0
gene:AT5G19730	225	255	85	95
gene:AT5G19740	429	298	210	288
gene:AT5G19750	455	627	339	481
gene:AT5G19760	2697	2792	2366	2685
gene:AT5G19770	2647	2795	4512	6402
gene:AT5G19780	3432	3467	5079	7499
gene:AT5G19790	5	3	27	31
gene:AT5G19800	2	2	17	12
gene:AT5G19810	2	10	8	10
gene:AT5G19820	2315	2181	3129	3154
gene:AT5G19830	93	92	57	80
gene:AT5G19840	120	127	69	115
gene:AT5G19850	426	460	246	279
gene:AT5G19855	888	775	1025	1078
gene:AT5G19860	1369	1560	1248	1222
gene:AT5G19870	22	6	12	22
gene:AT5G19875	206	177	70	48
gene:AT5G19880	288	200	0	2
gene:AT5G19890	44	56	16	36
gene:AT5G19900	801	731	608	811
gene:AT5G19910	184	156	173	149
gene:AT5G19920	204	260	125	144
gene:AT5G19930	213	201	130	151
gene:AT5G19940	1743	2268	2373	2084
gene:AT5G19950	223	222	224	239
gene:AT5G19960	296	314	238	254
gene:AT5G19970	36	22	72	85
gene:AT5G19980	994	899	331	543
gene:AT5G19990	1540	1574	1144	1363
gene:AT5G20000	994	972	724	833
gene:AT5G20010	5107	4715	3483	3726
gene:AT5G20020	3468	3435	2172	2498
gene:AT5G20030	70	95	70	97
gene:AT5G20040	241	240	216	333
gene:AT5G20045	2	15	2	2
gene:AT5G20050	1032	887	629	507
gene:AT5G20060	478	582	528	446
gene:AT5G20070	718	686	362	470
gene:AT5G20080	1403	1540	649	763
gene:AT5G20090	758	823	522	528
gene:AT5G20100	0	1	0	0
gene:AT5G20110	219	209	102	131
gene:AT5G20120	217	185	217	324
gene:AT5G20130	443	416	492	521
gene:AT5G20140	822	939	702	772
gene:AT5G20150	11825	10262	2100	246
gene:AT5G20160	651	740	604	625
gene:AT5G20165	321	265	271	246
gene:AT5G20170	245	285	242	231
gene:AT5G20180	208	220	145	129
gene:AT5G20190	1036	1056	698	731
gene:AT5G20200	660	622	578	700
gene:AT5G20220	161	172	219	222
gene:AT5G20230	5803	5147	2719	920
gene:AT5G20240	6	4	16	30
gene:AT5G20250	3132	2826	43449	45022
gene:AT5G20260	1	1	246	7
gene:AT5G20270	204	210	464	582
gene:AT5G20280	9544	8088	3809	4175
gene:AT5G20290	9764	10380	8017	9147
gene:AT5G20300	861	725	689	823
gene:AT5G20310	0	0	0	0
gene:AT5G20320	702	569	595	615
gene:AT5G20330	2	5	0	0
gene:AT5G20340	0	0	0	0
gene:AT5G20350	1424	1355	1134	1321
gene:AT5G20360	537	585	573	628
gene:AT5G20370	0	0	0	4
gene:AT5G20380	745	705	501	478
gene:AT5G20390	0	0	0	0
gene:AT5G20400	1071	848	225	219
gene:AT5G20410	788	711	299	264
gene:AT5G20420	182	124	105	86
gene:AT5G20430	0	0	0	0
gene:AT5G20440	0	0	0	0
gene:AT5G20447	0	0	0	0
gene:AT5G20450	122	82	44	60
gene:AT5G20460	2	0	0	0
gene:AT5G20470	22	23	28	40
gene:AT5G20480	1163	1036	201	213
gene:AT5G20490	1738	1369	1266	1500
gene:AT5G20500	1773	1649	715	947
gene:AT5G20510	172	139	111	164
gene:AT5G20520	790	887	1057	1095
gene:AT5G20540	281	263	153	165
gene:AT5G20550	90	78	48	98
gene:AT5G20560	0	0	0	0
gene:AT5G20570	703	714	577	555
gene:AT5G20580	208	178	130	246
gene:AT5G20590	517	530	308	455
gene:AT5G20600	602	620	839	849
gene:AT5G20610	930	824	830	814
gene:AT5G20620	2180	1921	902	1165
gene:AT5G20630	4933	6503	15362	15150
gene:AT5G20635	77	85	51	86
gene:AT5G20640	12	6	9	14
gene:AT5G20650	1038	1178	883	895
gene:AT5G20660	2711	2625	973	1084
gene:AT5G20670	52	58	25	30
gene:AT5G20680	441	436	359	378
gene:AT5G20690	13	36	9	7
gene:AT5G20700	13165	13898	3381	3832
gene:AT5G20710	389	409	19	8
gene:AT5G20720	6041	6902	4499	5094
gene:AT5G20730	997	898	862	972
gene:AT5G20740	36	44	64	73
gene:AT5G20790	3923	3435	206	32
gene:AT5G20810	7	7	4	6
gene:AT5G20820	8	8	30	20
gene:AT5G20830	3127	2541	714	1217
gene:AT5G20840	851	794	965	1278
gene:AT5G20850	51	76	36	24
gene:AT5G20860	22	26	20	44
gene:AT5G20870	41	32	15	27
gene:AT5G20885	262	230	220	273
gene:AT5G20890	2711	2809	2061	2511
gene:AT5G20900	1272	1211	1264	1376
gene:AT5G20910	312	269	270	217
gene:AT5G20920	1200	1245	906	1118
gene:AT5G20930	354	319	253	255
gene:AT5G20935	111	197	140	178
gene:AT5G20940	293	226	26	34
gene:AT5G20950	7162	6837	1905	2223
gene:AT5G20960	4880	3769	1491	1943
gene:AT5G20970	0	0	0	0
gene:AT5G20980	261	256	270	278
gene:AT5G20990	1560	1342	902	1145
gene:AT5G20995	0	2	1	0
gene:AT5G21010	413	366	398	435
gene:AT5G21020	2293	2333	2923	3209
gene:AT5G21030	0	12	5	5
gene:AT5G21040	522	558	538	669
gene:AT5G21050	7	6	11	10
gene:AT5G21060	565	518	329	413
gene:AT5G21070	304	332	218	359
gene:AT5G21080	5	2	10	8
gene:AT5G21090	7916	6660	2856	3217
gene:AT5G21100	515	695	463	597
gene:AT5G21105	3072	2777	1039	1540
gene:AT5G21120	2	0	2	8
gene:AT5G21125	0	0	0	0
gene:AT5G21130	0	0	0	8
gene:AT5G21140	79	64	51	57
gene:AT5G21150	88	82	3	20
gene:AT5G21160	2019	1888	2977	3186
gene:AT5G21170	537	471	2188	2088
gene:AT5G21222	983	905	1224	1252
gene:AT5G21274	945	998	695	817
gene:AT5G21326	864	825	782	906
gene:AT5G21430	500	575	1287	1656
gene:AT5G21482	304	241	197	225
gene:AT5G21900	115	110	71	94
gene:AT5G21910	11	18	10	12
gene:AT5G21920	475	544	654	936
gene:AT5G21930	919	861	2126	2748
gene:AT5G21940	3565	2141	6348	4345
gene:AT5G21950	57	31	123	111
gene:AT5G21960	16	14	6	10
gene:AT5G21970	236	226	186	200
gene:AT5G21280	47	65	62	38
gene:AT5G21990	1161	891	911	977
gene:AT5G22000	1522	1495	1121	1232
gene:AT5G22010	728	648	423	585
gene:AT5G22020	441	518	454	648
gene:AT5G22030	811	764	760	780
gene:AT5G22040	293	209	202	255
gene:AT5G22050	345	360	558	673
gene:AT5G22060	2443	2254	1351	1104
gene:AT5G22070	539	598	481	529
gene:AT5G22080	607	612	382	508
gene:AT5G22090	1587	1401	2260	2953
gene:AT5G22100	241	306	158	269
gene:AT5G22110	75	102	34	32
gene:AT5G22120	459	367	384	339
gene:AT5G22130	206	174	154	154
gene:AT5G22140	100	77	83	167
gene:AT5G22145	0	0	0	0
gene:AT5G22150	6	2	0	2
gene:AT5G22160	0	0	0	0
gene:AT5G22170	1	2	0	1
gene:AT5G22180	0	0	0	0
gene:AT5G22190	0	0	0	0
gene:AT5G22200	12	22	0	2
gene:AT5G22210	142	201	190	176
gene:AT5G22220	180	177	87	91
gene:AT5G22240	12	8	4	6
gene:AT5G22250	433	404	112	96
gene:AT5G22260	0	0	0	0
gene:AT5G22270	540	366	248	133
gene:AT5G22280	483	436	315	397
gene:AT5G22290	487	371	204	174
gene:AT5G22300	1258	806	367	303
gene:AT5G22310	114	70	87	73
gene:AT5G22320	340	366	198	275
gene:AT5G22330	470	482	468	543
gene:AT5G22340	682	840	816	1007
gene:AT5G22350	902	825	562	644
gene:AT5G22355	9	23	4	10
gene:AT5G22360	474	491	516	489
gene:AT5G22370	197	171	185	218
gene:AT5G22380	13	20	0	2
gene:AT5G22390	18	30	75	66
gene:AT5G22400	268	230	265	297
gene:AT5G22410	16	2	62	55
gene:AT5G22420	2	1	0	0
gene:AT5G22430	2	6	6	10
gene:AT5G22440	1832	2010	1274	1659
gene:AT5G22450	1503	1356	1241	1420
gene:AT5G22460	207	103	17	35
gene:AT5G22470	8	4	2	0
gene:AT5G22480	462	401	312	289
gene:AT5G22490	0	0	0	0
gene:AT5G22500	342	371	207	423
gene:AT5G22505	0	0	0	0
gene:AT5G22510	1645	1579	1585	1783
gene:AT5G22520	88	56	6	2
gene:AT5G22530	74	41	0	2
gene:AT5G22540	58	28	2	0
gene:AT5G22545	52	23	0	0
gene:AT5G22550	55	38	28	38
gene:AT5G22555	2	0	0	0
gene:AT5G22560	0	0	2	2
gene:AT5G22570	229	101	0	12
gene:AT5G22580	315	237	134	144
gene:AT5G22590	0	0	0	0
gene:AT5G22600	2	0	0	0
gene:AT5G22608	59	46	44	90
gene:AT5G22610	0	0	0	0
gene:AT5G22620	494	583	622	712
gene:AT5G22630	1411	1204	459	456
gene:AT5G22640	3093	3147	3471	4137
gene:AT5G22650	3388	3241	1827	2268
gene:AT5G22660	1	3	2	12
gene:AT5G22670	0	2	0	0
gene:AT5G22680	6	4	2	2
gene:AT5G22690	332	344	375	321
gene:AT5G22700	326	271	311	374
gene:AT5G22720	0	2	2	0
gene:AT5G22730	230	189	201	212
gene:AT5G22740	1381	1186	1055	1392
gene:AT5G22750	181	182	149	123
gene:AT5G22760	1243	1146	826	929
gene:AT5G22765	0	1	0	0
gene:AT5G22770	1353	1307	1062	1224
gene:AT5G22780	1617	1461	1002	1235
gene:AT5G22785	0	0	0	0
gene:AT5G22790	313	323	248	320
gene:AT5G22791	0	1	0	1
gene:AT5G22794	34	33	25	52
gene:AT5G22796	16	27	10	25
gene:AT5G22799	17	17	12	20
gene:AT5G22800	1602	1701	2437	2707
gene:AT5G22810	0	2	0	0
gene:AT5G22820	211	179	130	131
gene:AT5G22830	559	605	630	642
gene:AT5G22840	263	227	198	293
gene:AT5G22850	384	308	405	429
gene:AT5G22860	317	184	139	257
gene:AT5G22870	8	18	10	22
gene:AT5G22875	132	166	135	212
gene:AT5G22880	1617	1808	857	1191
gene:AT5G22890	301	172	198	270
gene:AT5G22900	0	1	0	0
gene:AT5G22910	0	0	0	0
gene:AT5G22920	452	385	5295	4052
gene:AT5G22930	104	84	44	45
gene:AT5G22940	117	163	352	651
gene:AT5G22950	600	543	291	379
gene:AT5G22960	0	0	0	0
gene:AT5G22970	0	0	0	0
gene:AT5G22980	0	4	0	0
gene:AT5G22990	0	1	0	0
gene:AT5G23000	168	129	16	10
gene:AT5G23010	4101	5078	2834	3449
gene:AT5G23020	860	583	387	879
gene:AT5G23030	0	0	12	6
gene:AT5G23035	0	0	0	0
gene:AT5G23040	1456	1578	1849	1913
gene:AT5G23050	857	800	2090	1903
gene:AT5G23060	1595	2027	2520	2884
gene:AT5G23070	231	282	332	363
gene:AT5G23080	496	508	429	685
gene:AT5G23090	186	170	142	179
gene:AT5G23100	136	118	192	212
gene:AT5G23110	2357	1850	1723	1653
gene:AT5G23115	1	0	2	0
gene:AT5G23120	2994	3675	5174	5661
gene:AT5G23130	101	113	298	286
gene:AT5G23140	730	760	632	720
gene:AT5G23150	1038	1037	1131	1153
gene:AT5G23160	0	2	2	3
gene:AT5G23170	56	45	24	40
gene:AT5G23180	0	0	0	0
gene:AT5G23190	100	73	88	136
gene:AT5G23200	253	262	262	206
gene:AT5G23210	294	289	1209	2163
gene:AT5G23212	0	0	1	0
gene:AT5G23220	48	50	53	62
gene:AT5G23230	59	48	77	44
gene:AT5G23240	5318	5181	2259	3010
gene:AT5G23250	547	524	344	451
gene:AT5G23260	0	0	0	0
gene:AT5G23270	4	8	2	14
gene:AT5G23280	342	406	636	947
gene:AT5G23290	292	253	242	254
gene:AT5G23300	217	256	184	213
gene:AT5G23310	523	612	409	428
gene:AT5G23320	42	49	36	27
gene:AT5G23330	227	205	171	170
gene:AT5G23340	545	505	602	650
gene:AT5G23350	14	7	70	111
gene:AT5G23360	44	32	100	139
gene:AT5G23370	8	28	20	44
gene:AT5G23380	188	206	200	239
gene:AT5G23390	838	711	534	588
gene:AT5G23395	209	194	168	219
gene:AT5G23400	170	178	180	210
gene:AT5G23405	259	170	108	168
gene:AT5G23411	23	25	21	23
gene:AT5G23420	281	333	151	194
gene:AT5G23430	436	386	383	391
gene:AT5G23440	431	587	579	555
gene:AT5G23450	1962	1611	1866	2015
gene:AT5G23460	77	100	52	78
gene:AT5G23470	0	0	0	0
gene:AT5G23480	54	57	18	40
gene:AT5G23490	242	228	189	245
gene:AT5G23510	469	409	140	182
gene:AT5G23520	347	298	210	312
gene:AT5G23530	210	271	248	303
gene:AT5G23535	314	390	200	288
gene:AT5G23540	2110	2128	1476	1485
gene:AT5G23550	183	208	149	189
gene:AT5G23570	489	600	318	303
gene:AT5G23575	1876	1514	1288	1473
gene:AT5G23580	406	329	231	245
gene:AT5G23590	446	378	456	500
gene:AT5G23600	0	0	0	0
gene:AT5G23610	836	794	812	847
gene:AT5G23630	2032	1737	1244	1590
gene:AT5G23650	0	0	0	0
gene:AT5G23660	454	388	1414	1966
gene:AT5G23670	864	830	737	990
gene:AT5G23680	240	263	223	223
gene:AT5G23690	96	85	108	167
gene:AT5G23700	12	7	25	15
gene:AT5G23710	0	0	0	0
gene:AT5G23720	358	272	293	296
gene:AT5G23730	75	54	50	52
gene:AT5G23740	1936	2029	1750	1871
gene:AT5G23750	61	74	106	235
gene:AT5G23760	199	177	68	142
gene:AT5G23770	35	46	26	25
gene:AT5G23780	26	3	21	4
gene:AT5G23790	0	0	4	6
gene:AT5G23800	67	36	10	55
gene:AT5G23810	201	178	41	70
gene:AT5G23820	608	615	889	1018
gene:AT5G23830	405	356	155	280
gene:AT5G23840	35	43	59	76
gene:AT5G23850	881	764	87	202
gene:AT5G23860	554	576	1690	1775
gene:AT5G23870	119	94	100	197
gene:AT5G23880	436	417	337	422
gene:AT5G23890	2673	2403	1443	1893
gene:AT5G23900	1811	1931	1621	1837
gene:AT5G23903	0	0	0	0
gene:AT5G23908	0	0	0	0
gene:AT5G23910	151	193	114	187
gene:AT5G23920	1077	1198	953	972
gene:AT5G23930	48	50	20	38
gene:AT5G23940	606	714	903	1084
gene:AT5G23950	26	16	6	15
gene:AT5G23960	0	0	0	0
gene:AT5G23970	10	6	0	0
gene:AT5G23980	14	53	322	365
gene:AT5G23990	8	3	41	13
gene:AT5G24000	129	178	154	215
gene:AT5G24010	308	298	272	457
gene:AT5G24020	502	526	542	616
gene:AT5G24030	1689	1414	1335	2861
gene:AT5G24040	2	0	4	6
gene:AT5G24050	0	0	0	0
gene:AT5G24060	861	846	1012	1141
gene:AT5G24070	6	8	9	19
gene:AT5G24080	12	19	0	2
gene:AT5G24090	176	177	58	162
gene:AT5G24100	16	21	59	63
gene:AT5G24105	2	17	11	13
gene:AT5G24110	205	104	2	0
gene:AT5G24120	158	159	164	98
gene:AT5G24130	6	1	1	0
gene:AT5G24140	0	1	12	15
gene:AT5G24150	175	181	317	204
gene:AT5G24155	51	66	61	45
gene:AT5G24160	2548	2187	710	597
gene:AT5G24165	1034	1186	1065	1151
gene:AT5G24170	101	91	78	123
gene:AT5G24180	0	0	0	0
gene:AT5G24190	6	2	0	0
gene:AT5G24200	473	198	6	10
gene:AT5G24210	6771	5123	1161	1204
gene:AT5G24215	6	0	40	65
gene:AT5G24220	4	0	4	4
gene:AT5G24230	82	84	57	32
gene:AT5G24240	59	31	10	14
gene:AT5G24260	780	653	626	811
gene:AT5G24270	110	134	103	109
gene:AT5G24275	8	0	7	0
gene:AT5G24280	352	358	199	143
gene:AT5G24290	128	101	103	196
gene:AT5G24300	1532	1850	1780	2064
gene:AT5G24310	76	75	59	100
gene:AT5G24313	0	0	12	4
gene:AT5G24314	929	1289	847	1037
gene:AT5G24316	2	1	0	0
gene:AT5G24318	88	76	74	86
gene:AT5G24320	370	312	366	384
gene:AT5G24330	32	59	13	25
gene:AT5G24340	270	266	201	197
gene:AT5G24350	1380	1286	1021	1183
gene:AT5G24352	48	41	40	22
gene:AT5G24355	4	2	2	0
gene:AT5G24360	749	529	457	542
gene:AT5G24370	0	0	0	0
gene:AT5G24380	726	598	396	495
gene:AT5G24390	122	94	99	69
gene:AT5G24400	784	734	753	817
gene:AT5G24410	8	11	11	36
gene:AT5G24420	200	121	200	168
gene:AT5G24430	581	438	420	484
gene:AT5G24440	0	0	0	0
gene:AT5G24450	742	779	586	649
gene:AT5G24460	1416	1555	844	645
gene:AT5G24470	529	359	616	589
gene:AT5G24480	0	0	0	0
gene:AT5G24490	3338	3959	7005	7407
gene:AT5G24500	392	285	217	279
gene:AT5G24510	2	2	2	2
gene:AT5G24520	790	768	672	756
gene:AT5G24530	3013	2258	284	549
gene:AT5G24540	29	6	0	0
gene:AT5G24550	0	0	0	0
gene:AT5G24560	0	0	0	0
gene:AT5G24570	164	228	244	302
gene:AT5G24575	0	2	1	0
gene:AT5G24580	60	58	77	130
gene:AT5G24590	714	692	758	630
gene:AT5G24600	133	81	12	14
gene:AT5G24610	928	926	877	919
gene:AT5G24620	1051	1072	851	943
gene:AT5G24630	141	162	70	98
gene:AT5G24640	9	8	52	97
gene:AT5G24650	769	828	684	749
gene:AT5G24655	83	67	4	14
gene:AT5G24660	472	439	107	86
gene:AT5G24670	1220	1011	747	819
gene:AT5G24680	131	115	116	128
gene:AT5G24690	3646	3891	3855	4245
gene:AT5G24710	1950	1829	1328	1470
gene:AT5G24740	1229	979	1195	1070
gene:AT5G24750	126	128	99	131
gene:AT5G24760	818	821	159	218
gene:AT5G24770	809	881	1776	3033
gene:AT5G24780	1286	1288	378	904
gene:AT5G24790	0	0	0	0
gene:AT5G24800	447	480	704	683
gene:AT5G24810	1862	1408	1005	1233
gene:AT5G24820	0	0	0	0
gene:AT5G24830	212	215	208	252
gene:AT5G24840	234	268	205	183
gene:AT5G24850	292	311	145	179
gene:AT5G24860	14	14	0	6
gene:AT5G24870	357	272	312	315
gene:AT5G24879	0	0	0	0
gene:AT5G24880	0	0	14	16
gene:AT5G24890	998	839	1338	1278
gene:AT5G24900	24	12	20	31
gene:AT5G24910	22	21	22	19
gene:AT5G24920	27	39	56	66
gene:AT5G24930	2336	2183	3369	3486
gene:AT5G24940	31	28	36	45
gene:AT5G24950	0	0	0	0
gene:AT5G24960	25	26	27	13
gene:AT5G24970	230	280	151	199
gene:AT5G24980	239	190	118	150
gene:AT5G24990	83	96	61	56
gene:AT5G25000	0	0	0	0
gene:AT5G25010	59	52	37	44
gene:AT5G25020	25	8	20	19
gene:AT5G25030	0	0	0	0
gene:AT5G25040	431	430	332	482
gene:AT5G25050	100	89	189	118
gene:AT5G25060	1364	1281	917	1155
gene:AT5G25070	713	642	679	740
gene:AT5G25080	328	341	308	260
gene:AT5G25090	87	114	56	82
gene:AT5G25100	2352	2264	2041	2475
gene:AT5G25110	55	62	108	96
gene:AT5G25120	797	687	319	376
gene:AT5G25130	387	393	385	337
gene:AT5G25140	187	126	125	126
gene:AT5G25150	338	249	211	322
gene:AT5G25160	54	34	32	52
gene:AT5G25170	230	210	212	143
gene:AT5G25180	21	11	0	0
gene:AT5G25190	197	238	342	165
gene:AT5G25195	0	0	0	0
gene:AT5G25200	4	4	8	4
gene:AT5G25210	193	193	331	235
gene:AT5G25220	1413	1303	1164	1235
gene:AT5G25230	116	129	121	113
gene:AT5G25240	42	57	475	522
gene:AT5G25250	1189	852	86	101
gene:AT5G25260	338	149	4	6
gene:AT5G25265	2041	1910	1470	2114
gene:AT5G25270	1155	1113	1292	1350
gene:AT5G25280	2073	1316	4355	3373
gene:AT5G25290	0	0	0	0
gene:AT5G25300	0	0	0	0
gene:AT5G25310	0	7	8	2
gene:AT5G25320	0	2	0	0
gene:AT5G25330	0	0	0	0
gene:AT5G25340	0	0	3	0
gene:AT5G25350	3233	2621	3048	2190
gene:AT5G25360	407	482	307	354
gene:AT5G25370	75	82	28	56
gene:AT5G25380	25	13	10	18
gene:AT5G25390	24	24	2	0
gene:AT5G25400	0	0	0	0
gene:AT5G25410	0	0	0	0
gene:AT5G25415	0	0	0	0
gene:AT5G25420	0	8	0	0
gene:AT5G25425	0	0	0	0
gene:AT5G25430	0	0	0	0
gene:AT5G25440	970	697	65	159
gene:AT5G25450	67	45	28	15
gene:AT5G25460	3569	3772	4003	5251
gene:AT5G25470	6	8	1	3
gene:AT5G25475	110	118	118	209
gene:AT5G25480	111	108	86	115
gene:AT5G25490	68	68	66	92
gene:AT5G25500	55	49	82	78
gene:AT5G25510	764	697	554	654
gene:AT5G25520	1091	939	941	926
gene:AT5G25530	0	0	2	0
gene:AT5G25540	709	720	431	415
gene:AT5G25550	2	0	0	0
gene:AT5G25560	2209	1997	1601	1795
gene:AT5G25570	55	72	41	51
gene:AT5G25580	65	58	22	46
gene:AT5G25590	306	256	404	436
gene:AT5G25600	0	0	0	0
gene:AT5G25610	2591	3057	2302	2130
gene:AT5G25620	82	92	64	80
gene:AT5G25630	2323	2260	2480	2726
gene:AT5G25640	57	47	24	29
gene:AT5G25750	0	0	0	0
gene:AT5G25754	1414	1392	1290	1491
gene:AT5G25755	25	23	41	36
gene:AT5G25756	7	13	0	1
gene:AT5G25757	1341	1327	1282	1380
gene:AT5G25760	358	364	276	317
gene:AT5G25770	912	889	226	354
gene:AT5G25780	931	955	751	807
gene:AT5G25790	35	38	14	44
gene:AT5G25800	214	226	173	240
gene:AT5G25810	19	38	109	101
gene:AT5G25820	333	239	118	98
gene:AT5G25830	56	90	103	154
gene:AT5G25840	387	298	469	566
gene:AT5G25850	0	0	0	0
gene:AT5G25860	0	0	0	0
gene:AT5G25870	0	0	0	0
gene:AT5G25880	62	67	27	63
gene:AT5G25890	1030	900	381	521
gene:AT5G25900	432	383	328	356
gene:AT5G25910	206	144	42	22
gene:AT5G25920	8	12	0	0
gene:AT5G25930	1921	1331	289	292
gene:AT5G25940	763	840	324	334
gene:AT5G25950	0	0	0	0
gene:AT5G25960	0	0	0	0
gene:AT5G25970	2	6	10	4
gene:AT5G25980	22961	23517	8364	14080
gene:AT5G25990	2	0	3	8
gene:AT5G25995	0	0	0	0
gene:AT5G26000	41379	38154	26600	37895
gene:AT5G26010	6	14	53	112
gene:AT5G26030	1991	1756	854	945
gene:AT5G26040	163	196	186	179
gene:AT5G26050	0	0	0	0
gene:AT5G26060	0	0	0	0
gene:AT5G26070	0	0	0	2
gene:AT5G26080	0	0	4	6
gene:AT5G26090	0	0	0	0
gene:AT5G26100	0	0	0	0
gene:AT5G26110	233	199	244	260
gene:AT5G26120	0	0	0	0
gene:AT5G26130	0	0	0	0
gene:AT5G26140	0	0	0	0
gene:AT5G26150	0	0	0	0
gene:AT5G26160	348	291	273	367
gene:AT5G26170	175	180	27	28
gene:AT5G26180	313	321	277	326
gene:AT5G26190	12	14	12	10
