Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT5G39260	0	0	0	0
gene:AT5G39270	0	0	0	0
gene:AT5G39280	0	0	0	0
gene:AT5G39290	0	0	0	0
gene:AT5G39300	6	0	0	0
gene:AT5G39310	0	0	0	0
gene:AT5G39320	705	953	694	916
gene:AT5G39330	2	2	2	14
gene:AT5G39340	287	280	223	356
gene:AT5G39350	150	134	140	122
gene:AT5G39360	209	251	319	333
gene:AT5G39365	0	0	0	0
gene:AT5G39370	0	0	0	0
gene:AT5G39380	96	108	70	99
gene:AT5G39390	0	2	0	0
gene:AT5G39400	2	4	0	0
gene:AT5G39410	794	793	731	716
gene:AT5G39420	8	9	3	10
gene:AT5G39430	0	0	0	0
gene:AT5G39440	0	0	0	0
gene:AT5G39450	132	140	145	227
gene:AT5G39460	0	0	0	0
gene:AT5G39470	0	0	0	0
gene:AT5G39471	10	19	6	20
gene:AT5G39480	0	0	2	0
gene:AT5G39490	0	0	0	0
gene:AT5G39493	4	0	0	2
gene:AT5G39500	832	994	952	1039
gene:AT5G39510	800	1080	796	981
gene:AT5G39520	24	30	27	11
gene:AT5G39530	473	575	460	491
gene:AT5G39540	0	0	0	0
gene:AT5G39550	115	136	116	99
gene:AT5G39560	0	0	0	0
gene:AT5G39570	5938	6790	6414	7301
gene:AT5G39580	177	272	287	87
gene:AT5G39590	2533	2808	2939	2857
gene:AT5G39600	233	254	193	273
gene:AT5G39610	423	485	327	145
gene:AT5G39620	2	0	0	3
gene:AT5G39630	0	0	2	3
gene:AT5G39640	0	0	0	0
gene:AT5G39645	0	0	0	0
gene:AT5G39650	2	2	0	2
gene:AT5G39660	161	167	126	115
gene:AT5G39670	9	36	18	10
gene:AT5G39680	52	32	38	46
gene:AT5G39690	0	0	0	0
gene:AT5G39700	0	0	0	0
gene:AT5G39710	148	206	173	207
gene:AT5G39715	0	0	2	0
gene:AT5G39720	1	0	0	2
gene:AT5G39730	545	539	497	561
gene:AT5G39740	4553	5300	4494	5710
gene:AT5G39750	0	0	0	0
gene:AT5G39760	110	200	108	119
gene:AT5G39770	2	0	0	2
gene:AT5G39775	0	0	0	0
gene:AT5G39785	68	120	88	53
gene:AT5G39790	157	216	150	169
gene:AT5G39800	70	84	96	117
gene:AT5G39810	0	0	0	0
gene:AT5G39820	6	8	4	7
gene:AT5G39830	814	1033	824	1013
gene:AT5G39840	196	209	214	222
gene:AT5G39850	237	272	209	211
gene:AT5G39860	5	24	0	4
gene:AT5G39865	14	12	8	13
gene:AT5G39870	0	0	0	0
gene:AT5G39880	0	0	0	0
gene:AT5G39890	35	43	23	121
gene:AT5G39900	107	111	92	143
gene:AT5G39910	0	0	0	0
gene:AT5G39920	0	0	0	0
gene:AT5G39930	2	1	0	0
gene:AT5G39940	165	192	163	161
gene:AT5G39950	616	663	655	845
gene:AT5G39960	144	171	152	209
gene:AT5G39970	62	53	45	69
gene:AT5G39980	210	255	303	237
gene:AT5G39990	245	333	304	333
gene:AT5G40000	6	0	2	2
gene:AT5G40010	16	6	10	14
gene:AT5G40020	82	82	61	72
gene:AT5G40030	22	46	32	32
gene:AT5G40040	4	0	0	4
gene:AT5G40050	0	0	0	0
gene:AT5G40060	270	330	281	364
gene:AT5G40070	0	0	0	0
gene:AT5G40080	89	74	79	93
gene:AT5G40090	20	36	33	42
gene:AT5G40100	67	62	50	73
gene:AT5G40120	0	0	0	0
gene:AT5G40140	162	177	148	145
gene:AT5G40150	176	142	123	93
gene:AT5G40153	0	0	0	0
gene:AT5G40155	0	3	0	0
gene:AT5G40160	474	571	443	593
gene:AT5G40170	975	1003	861	919
gene:AT5G40180	26	42	35	15
gene:AT5G40190	294	288	324	295
gene:AT5G40200	655	875	832	879
gene:AT5G40210	8	14	3	17
gene:AT5G40220	0	0	2	2
gene:AT5G40230	22	22	35	56
gene:AT5G40240	213	278	246	222
gene:AT5G40250	571	698	509	629
gene:AT5G40260	2	4	0	0
gene:AT5G40270	128	157	146	132
gene:AT5G40280	187	217	162	215
gene:AT5G40290	7	4	4	2
gene:AT5G40300	157	194	193	236
gene:AT5G40310	0	0	0	0
gene:AT5G40315	0	0	0	0
gene:AT5G40320	6	13	4	4
gene:AT5G40330	73	68	105	90
gene:AT5G40340	1621	2503	1728	1937
gene:AT5G40350	16	22	5	3
gene:AT5G40360	0	0	0	0
gene:AT5G40370	1251	1277	1257	1205
gene:AT5G40380	161	244	274	541
gene:AT5G40382	1	0	0	0
gene:AT5G40390	266	415	362	273
gene:AT5G40400	62	63	57	98
gene:AT5G40405	76	51	46	66
gene:AT5G40410	26	29	36	32
gene:AT5G40420	2	0	23	8
gene:AT5G40430	0	0	0	0
gene:AT5G40440	144	169	144	170
gene:AT5G40450	1884	3946	4362	8139
gene:AT5G40460	35	33	31	20
gene:AT5G40470	115	136	161	153
gene:AT5G40480	931	1380	965	1197
gene:AT5G40490	474	587	536	660
gene:AT5G40500	148	193	162	124
gene:AT5G40510	132	171	127	200
gene:AT5G40520	178	224	153	213
gene:AT5G40530	121	159	137	171
gene:AT5G40540	50	104	70	98
gene:AT5G40550	108	141	64	101
gene:AT5G40560	0	0	0	0
gene:AT5G40570	10	20	20	20
gene:AT5G40580	432	530	515	561
gene:AT5G40590	4	5	0	8
gene:AT5G40600	92	64	75	85
gene:AT5G40595	0	0	0	0
gene:AT5G40610	245	289	238	273
gene:AT5G40620	0	0	0	0
gene:AT5G40630	25	20	31	30
gene:AT5G40640	157	195	138	171
gene:AT5G40645	0	0	0	2
gene:AT5G40650	288	353	345	408
gene:AT5G40660	407	387	343	434
gene:AT5G40670	685	923	816	715
gene:AT5G40680	2	0	0	0
gene:AT5G40690	439	316	333	234
gene:AT5G40700	63	63	103	71
gene:AT5G40710	128	125	127	155
gene:AT5G40720	239	284	240	171
gene:AT5G40730	283	388	280	247
gene:AT5G40740	386	429	466	544
gene:AT5G40750	0	0	0	0
gene:AT5G40760	507	503	467	567
gene:AT5G40770	915	1060	984	1063
gene:AT5G40780	200	342	235	314
gene:AT5G40790	3	4	2	6
gene:AT5G40800	22	20	14	20
gene:AT5G40810	1084	1238	1288	1437
gene:AT5G40820	131	169	156	209
gene:AT5G40830	248	278	255	381
gene:AT5G40840	75	113	76	81
gene:AT5G40850	1669	2032	2046	2177
gene:AT5G40855	0	0	0	0
gene:AT5G40860	11	20	6	22
gene:AT5G40870	379	420	388	416
gene:AT5G40880	143	132	160	149
gene:AT5G40890	3758	4890	4569	5375
gene:AT5G40900	0	0	1	4
gene:AT5G40910	1356	1614	1339	1687
gene:AT5G40930	231	316	222	201
gene:AT5G40940	0	2	2	0
gene:AT5G40950	3403	4192	3829	4134
gene:AT5G40960	30	32	28	24
gene:AT5G40970	76	76	84	89
gene:AT5G40980	0	0	0	0
gene:AT5G40981	0	0	0	0
gene:AT5G40990	0	0	0	0
gene:AT5G41000	97	135	160	139
gene:AT5G41010	189	213	208	198
gene:AT5G41020	385	331	293	365
gene:AT5G41025	0	0	0	0
gene:AT5G41030	0	2	0	2
gene:AT5G41040	281	371	235	435
gene:AT5G41050	290	276	212	215
gene:AT5G41060	221	314	291	386
gene:AT5G41070	85	134	116	169
gene:AT5G41071	0	2	0	0
gene:AT5G41080	2332	2461	2293	1664
gene:AT5G41090	0	2	0	4
gene:AT5G41100	449	621	351	291
gene:AT5G41110	181	253	172	169
gene:AT5G41109	0	0	0	0
gene:AT5G41120	84	112	92	86
gene:AT5G41130	74	101	61	90
gene:AT5G41140	349	503	332	506
gene:AT5G41150	314	349	276	367
gene:AT5G41160	3	11	7	8
gene:AT5G41170	20	43	54	44
gene:AT5G41180	231	309	206	326
gene:AT5G41190	776	924	869	856
gene:AT5G41200	0	0	0	0
gene:AT5G41210	859	834	737	899
gene:AT5G41220	231	288	268	318
gene:AT5G41240	162	204	205	226
gene:AT5G41250	0	0	0	0
gene:AT5G41260	648	917	837	1011
gene:AT5G41270	106	146	135	136
gene:AT5G41280	0	0	0	2
gene:AT5G41290	3	4	2	4
gene:AT5G41300	0	4	2	6
gene:AT5G41310	0	0	2	2
gene:AT5G41315	25	38	19	34
gene:AT5G41320	5	8	8	4
gene:AT5G41330	287	293	293	355
gene:AT5G41340	450	429	348	373
gene:AT5G41350	262	292	233	247
gene:AT5G41360	238	347	216	311
gene:AT5G41370	698	851	688	917
gene:AT5G41380	1	9	10	10
gene:AT5G41390	17	19	6	11
gene:AT5G41400	90	126	127	120
gene:AT5G41401	0	0	0	0
gene:AT5G41410	485	630	412	319
gene:AT5G41420	0	0	0	0
gene:AT5G41430	0	0	0	0
gene:AT5G41440	0	0	0	0
gene:AT5G41450	0	0	0	0
gene:AT5G41460	129	138	138	146
gene:AT5G41470	11	9	5	18
gene:AT5G41480	174	219	188	224
gene:AT5G41490	0	0	0	0
gene:AT5G41500	0	0	0	0
gene:AT5G41510	0	0	0	0
gene:AT5G41520	2322	2735	2572	2967
gene:AT5G41530	0	0	0	0
gene:AT5G41540	0	0	0	2
gene:AT5G41550	17	32	17	33
gene:AT5G41560	168	255	160	189
gene:AT5G41570	10	12	4	20
gene:AT5G41580	222	201	169	179
gene:AT5G41590	10	15	12	12
gene:AT5G41600	545	685	620	743
gene:AT5G41610	102	120	114	158
gene:AT5G41620	87	146	88	94
gene:AT5G41630	0	0	0	0
gene:AT5G41640	0	0	0	2
gene:AT5G41650	43	40	38	38
gene:AT5G41660	0	0	0	0
gene:AT5G41670	1231	1391	1296	1668
gene:AT5G41680	13	17	4	16
gene:AT5G41685	221	258	271	275
gene:AT5G41690	32	58	38	29
gene:AT5G41700	3138	3569	3595	3996
gene:AT5G41720	0	0	0	0
gene:AT5G41730	8	10	2	3
gene:AT5G41740	606	711	230	206
gene:AT5G41750	326	456	243	57
gene:AT5G41760	255	300	285	361
gene:AT5G41761	35	30	24	20
gene:AT5G41763	2	8	1	8
gene:AT5G41765	4	6	0	4
gene:AT5G41770	961	1119	979	1202
gene:AT5G41780	0	0	0	0
gene:AT5G41790	1723	2979	2029	3154
gene:AT5G41800	172	178	164	298
gene:AT5G41810	274	287	274	269
gene:AT5G41820	7	6	0	8
gene:AT5G41830	0	0	6	0
gene:AT5G41840	0	0	0	0
gene:AT5G41850	37	37	26	16
gene:AT5G41860	32	27	31	20
gene:AT5G41870	274	285	203	245
gene:AT5G41880	76	96	79	93
gene:AT5G41890	0	0	0	0
gene:AT5G41900	14	37	22	20
gene:AT5G41908	0	0	0	0
gene:AT5G41910	95	71	83	107
gene:AT5G41920	264	258	291	320
gene:AT5G41940	427	561	472	633
gene:AT5G41950	646	773	721	941
gene:AT5G41960	186	204	137	222
gene:AT5G41970	516	682	642	649
gene:AT5G41980	68	75	63	96
gene:AT5G41990	1089	1217	981	1327
gene:AT5G42000	376	469	431	383
gene:AT5G42010	65	86	41	85
gene:AT5G42020	2903	3734	2796	3602
gene:AT5G42030	795	933	633	722
gene:AT5G42040	6	14	6	10
gene:AT5G42050	3910	4980	2801	2341
gene:AT5G42053	4	0	0	0
gene:AT5G42060	122	127	160	119
gene:AT5G42070	168	265	211	177
gene:AT5G42080	2421	2793	2757	3050
gene:AT5G42090	1778	2113	2070	2271
gene:AT5G42100	1442	1539	1702	2570
gene:AT5G42110	88	110	97	173
gene:AT5G42120	20	12	8	4
gene:AT5G42130	686	798	687	895
gene:AT5G42140	307	400	356	398
gene:AT5G42146	30	68	29	94
gene:AT5G42150	341	430	375	365
gene:AT5G42170	1	0	0	0
gene:AT5G42180	203	325	175	245
gene:AT5G42190	1056	1215	1171	1453
gene:AT5G42200	193	306	207	221
gene:AT5G42210	29	35	28	44
gene:AT5G42220	941	1077	987	1011
gene:AT5G42223	0	0	0	0
gene:AT5G42230	4	7	15	18
gene:AT5G42232	0	0	0	0
gene:AT5G42235	0	0	0	0
gene:AT5G42240	586	704	557	653
gene:AT5G42242	2	0	1	0
gene:AT5G42250	263	364	215	319
gene:AT5G42260	0	2	0	8
gene:AT5G42270	8300	9770	8478	9213
gene:AT5G42280	60	66	84	71
gene:AT5G42300	1743	1859	1904	1935
gene:AT5G42290	0	0	0	0
gene:AT5G42310	1340	1680	1393	1524
gene:AT5G42320	346	452	353	463
gene:AT5G42325	0	2	0	6
gene:AT5G42330	44	56	46	62
gene:AT5G42340	0	0	0	0
gene:AT5G42350	276	313	233	362
gene:AT5G42360	259	343	349	447
gene:AT5G42370	91	108	62	62
gene:AT5G42380	28	42	8	8
gene:AT5G42390	4137	4949	4400	4770
gene:AT5G42400	378	524	439	574
gene:AT5G42410	0	0	0	0
gene:AT5G42420	483	525	538	576
gene:AT5G42430	2	0	0	0
gene:AT5G42440	94	126	113	146
gene:AT5G42450	43	28	56	29
gene:AT5G42460	70	62	64	70
gene:AT5G42470	300	333	212	256
gene:AT5G42480	679	708	757	767
gene:AT5G42490	8	2	0	0
gene:AT5G42500	48	60	34	44
gene:AT5G42504	0	0	0	0
gene:AT5G42510	29	36	8	18
gene:AT5G42520	702	804	810	962
gene:AT5G42530	500	576	588	3447
gene:AT5G42540	1112	1387	1156	1755
gene:AT5G42560	530	518	512	652
gene:AT5G42567	0	0	0	0
gene:AT5G42570	500	598	556	692
gene:AT5G42580	90	110	49	95
gene:AT5G42590	147	169	91	146
gene:AT5G42600	209	193	126	154
gene:AT5G42610	2	0	0	2
gene:AT5G42620	700	936	747	1007
gene:AT5G42630	41	56	31	56
gene:AT5G42635	0	0	0	0
gene:AT5G42640	0	0	0	0
gene:AT5G42650	3515	5341	4044	3978
gene:AT5G42655	10	24	16	14
gene:AT5G42660	194	316	229	287
gene:AT5G42670	243	266	246	292
gene:AT5G42680	106	102	94	87
gene:AT5G42690	71	70	83	94
gene:AT5G42700	22	22	14	35
gene:AT5G42710	18	50	25	22
gene:AT5G42720	197	261	185	277
gene:AT5G42740	870	1005	843	1056
gene:AT5G42750	379	410	343	373
gene:AT5G42760	74	49	60	55
gene:AT5G42765	433	529	474	477
gene:AT5G42770	130	124	103	152
gene:AT5G42780	61	46	51	75
gene:AT5G42785	13	18	7	10
gene:AT5G42790	1163	1520	1318	1500
gene:AT5G42797	0	0	0	0
gene:AT5G42800	48	79	41	164
gene:AT5G42810	232	236	222	212
gene:AT5G42820	1145	1289	1272	1521
gene:AT5G42825	0	0	0	0
gene:AT5G42830	59	34	44	64
gene:AT5G42840	12	24	22	34
gene:AT5G42850	493	540	531	561
gene:AT5G42860	104	126	80	122
gene:AT5G42870	799	1050	1006	1066
gene:AT5G42880	83	130	76	90
gene:AT5G42890	518	619	555	557
gene:AT5G42895	0	0	0	0
gene:AT5G42900	1385	1427	1714	1766
gene:AT5G42905	0	0	0	0
gene:AT5G42910	0	0	1	0
gene:AT5G42920	600	735	634	891
gene:AT5G42930	16	8	6	18
gene:AT5G42940	758	892	796	670
gene:AT5G42950	2379	2683	2964	3032
gene:AT5G42955	0	0	0	0
gene:AT5G42957	0	0	0	0
gene:AT5G42960	354	431	412	362
gene:AT5G42965	7	4	2	2
gene:AT5G42970	499	500	428	507
gene:AT5G42980	4526	5421	4497	5131
gene:AT5G42990	190	183	206	262
gene:AT5G43000	0	0	0	0
gene:AT5G43010	601	690	606	721
gene:AT5G43020	375	396	377	446
gene:AT5G43030	34	26	12	24
gene:AT5G43040	24	24	50	62
gene:AT5G43050	179	205	197	228
gene:AT5G43060	1512	1865	1561	2132
gene:AT5G43064	0	0	0	0
gene:AT5G43066	0	0	0	0
gene:AT5G43068	0	0	2	0
gene:AT5G43070	136	161	144	166
gene:AT5G43080	37	47	27	45
gene:AT5G43090	10	2	2	0
gene:AT5G43100	621	864	684	884
gene:AT5G43110	0	0	0	0
gene:AT5G43120	2	4	0	2
gene:AT5G43130	784	952	933	893
gene:AT5G43140	155	126	101	122
gene:AT5G43150	172	180	186	169
gene:AT5G43155	29	49	18	38
gene:AT5G43160	32	42	28	37
gene:AT5G43170	19	20	23	22
gene:AT5G43175	0	5	2	1
gene:AT5G43180	40	69	61	49
gene:AT5G43185	0	0	0	0
gene:AT5G43190	836	842	1159	743
gene:AT5G43200	4	0	4	2
gene:AT5G43210	56	42	54	45
gene:AT5G43211	0	0	0	0
gene:AT5G43230	19	18	12	9
gene:AT5G43240	2	3	0	0
gene:AT5G43250	12	16	24	22
gene:AT5G43260	449	510	537	398
gene:AT5G43270	382	496	498	965
gene:AT5G43280	349	380	368	374
gene:AT5G43285	0	0	0	0
gene:AT5G43290	18	17	3	25
gene:AT5G43300	0	18	12	8
gene:AT5G43310	473	676	591	1054
gene:AT5G43320	1374	1725	1435	1850
gene:AT5G43330	344	396	329	407
gene:AT5G43340	0	0	0	0
gene:AT5G43350	375	488	549	493
gene:AT5G43360	0	0	0	0
gene:AT5G43370	110	166	156	107
gene:AT5G43380	73	73	53	113
gene:AT5G43390	0	0	0	0
gene:AT5G43400	244	272	181	223
gene:AT5G43401	0	1	0	0
gene:AT5G43410	0	0	0	0
gene:AT5G43420	54	65	54	46
gene:AT5G43430	380	380	334	383
gene:AT5G43440	546	845	519	494
gene:AT5G43450	1672	1766	1170	1171
gene:AT5G43460	1179	1338	1463	1430
gene:AT5G43470	2556	2965	2784	3304
gene:AT5G43480	0	2	1	0
gene:AT5G43490	11	35	15	12
gene:AT5G43500	202	252	155	278
gene:AT5G43510	0	0	0	0
gene:AT5G43513	0	0	0	0
gene:AT5G43518	0	0	0	0
gene:AT5G43520	16	14	34	30
gene:AT5G43525	0	0	0	0
gene:AT5G43530	4	11	2	2
gene:AT5G43540	22	42	20	44
gene:AT5G43550	0	0	0	0
gene:AT5G43560	900	1187	976	1067
gene:AT5G43570	2	3	4	4
gene:AT5G43580	96	114	68	95
gene:AT5G43590	2	0	0	2
gene:AT5G43600	426	424	356	455
gene:AT5G43610	0	0	0	2
gene:AT5G43620	105	86	85	54
gene:AT5G43630	468	535	343	368
gene:AT5G43640	7	3	7	1
gene:AT5G43650	6	13	7	0
gene:AT5G43660	4	11	4	4
gene:AT5G43670	420	476	577	592
gene:AT5G43680	139	162	129	187
gene:AT5G43690	20	17	4	20
gene:AT5G43695	2	0	0	0
gene:AT5G43700	1673	1793	1614	1769
gene:AT5G43710	190	247	190	282
gene:AT5G43720	347	321	291	317
gene:AT5G43730	105	143	169	169
gene:AT5G43740	335	412	203	344
gene:AT5G43745	355	427	270	397
gene:AT5G43750	1369	1712	1376	1678
gene:AT5G43755	0	0	0	0
gene:AT5G43760	2609	3031	2430	2903
gene:AT5G43770	4	2	1	4
gene:AT5G43780	1380	1817	1143	1692
gene:AT5G43790	50	102	74	92
gene:AT5G43810	932	1004	960	975
gene:AT5G43822	61	102	71	80
gene:AT5G43820	0	0	0	0
gene:AT5G43830	1998	2294	2589	2595
gene:AT5G43840	1	8	8	2
gene:AT5G43850	558	594	582	542
gene:AT5G43860	15	16	9	16
gene:AT5G43870	286	321	288	405
gene:AT5G43880	645	801	709	875
gene:AT5G43890	36	34	10	38
gene:AT5G43900	1092	1375	1113	1420
gene:AT5G43910	41	78	60	85
gene:AT5G43920	449	460	447	443
gene:AT5G43930	397	438	400	390
gene:AT5G43935	0	0	0	1
gene:AT5G43940	3128	3682	3435	3608
gene:AT5G43950	83	114	96	58
gene:AT5G43960	974	1016	969	1230
gene:AT5G43970	333	377	423	422
gene:AT5G43980	13	13	24	9
gene:AT5G43990	132	165	135	165
gene:AT5G44000	540	609	481	477
gene:AT5G44005	434	522	434	254
gene:AT5G44010	68	84	65	143
gene:AT5G44020	4937	5826	6417	8442
gene:AT5G44030	374	530	323	443
gene:AT5G44040	224	251	237	260
gene:AT5G44050	41	72	71	98
gene:AT5G44060	285	326	243	295
gene:AT5G44063	20	20	21	27
gene:AT5G44065	2	5	5	0
gene:AT5G44070	872	1269	949	1353
gene:AT5G44080	427	403	367	442
gene:AT5G44090	879	995	825	1150
gene:AT5G44100	772	1164	875	1124
gene:AT5G44110	269	313	151	254
gene:AT5G44120	33	7	354	161
gene:AT5G44130	914	1101	1269	3520
gene:AT5G44140	7	9	7	1
gene:AT5G44150	82	137	110	125
gene:AT5G44160	111	100	89	117
gene:AT5G44170	138	160	148	158
gene:AT5G44180	902	1185	942	856
gene:AT5G44190	351	471	352	365
gene:AT5G44200	376	557	382	528
gene:AT5G44210	14	20	20	20
gene:AT5G44220	0	0	0	0
gene:AT5G44230	112	135	148	156
gene:AT5G44240	644	892	756	891
gene:AT5G44250	500	504	521	572
gene:AT5G44260	468	546	751	798
gene:AT5G44265	0	0	0	0
gene:AT5G44270	1	0	0	1
gene:AT5G44280	114	139	77	157
gene:AT5G44290	1096	1405	1240	1430
gene:AT5G44300	0	0	0	0
gene:AT5G44306	2	0	6	0
gene:AT5G44310	0	2	0	4
gene:AT5G44316	0	0	0	0
gene:AT5G44320	1542	1712	1843	1726
gene:AT5G44330	0	0	0	0
gene:AT5G44340	4736	5395	6206	7677
gene:AT5G44345	0	0	0	0
gene:AT5G44350	44	22	37	26
gene:AT5G44360	0	0	0	0
gene:AT5G44370	144	182	150	200
gene:AT5G44380	1091	1484	880	1400
gene:AT5G44390	28	36	32	38
gene:AT5G44400	274	304	249	272
gene:AT5G44410	399	517	376	324
gene:AT5G44420	9	66	14	24
gene:AT5G44430	2	28	4	4
gene:AT5G44440	0	0	0	0
gene:AT5G44450	404	419	375	386
gene:AT5G44460	32	48	68	52
gene:AT5G44470	0	0	0	0
gene:AT5G44480	108	176	98	170
gene:AT5G44490	55	78	44	60
gene:AT5G44495	0	0	0	0
gene:AT5G44500	92	124	115	160
gene:AT5G44510	384	464	341	433
gene:AT5G44520	382	498	405	472
gene:AT5G44530	249	271	269	356
gene:AT5G44540	1	0	4	2
gene:AT5G44550	239	323	265	302
gene:AT5G44560	114	152	122	165
gene:AT5G44563	3	0	0	7
gene:AT5G44565	10	7	4	16
gene:AT5G44567	4	0	0	8
gene:AT5G44568	22	21	18	18
gene:AT5G44566	6	5	14	25
gene:AT5G44570	2	5	4	4
gene:AT5G44572	268	241	303	227
gene:AT5G44574	38	35	16	31
gene:AT5G44575	6	0	2	10
gene:AT5G44578	15	14	12	21
gene:AT5G44580	746	858	604	895
gene:AT5G44582	31	24	27	39
gene:AT5G44585	32	32	48	31
gene:AT5G44590	0	0	2	0
gene:AT5G44600	121	142	103	170
gene:AT5G44610	185	248	189	154
gene:AT5G44620	16	8	14	34
gene:AT5G44630	2	2	0	0
gene:AT5G44635	125	161	66	132
gene:AT5G44640	0	2	0	4
gene:AT5G44650	1174	1603	1194	1597
gene:AT5G44660	322	406	258	378
gene:AT5G44670	89	172	154	177
gene:AT5G44680	1546	1792	1582	2918
gene:AT5G44690	0	0	0	0
gene:AT5G44700	14	10	22	36
gene:AT5G44710	140	147	119	197
gene:AT5G44720	447	620	514	627
gene:AT5G44730	226	293	269	353
gene:AT5G44740	74	110	95	101
gene:AT5G44750	881	1058	940	1080
gene:AT5G44760	0	0	0	3
gene:AT5G44770	4	10	4	0
gene:AT5G44780	50	66	59	26
gene:AT5G44785	599	697	511	629
gene:AT5G44790	1632	2015	1801	2157
gene:AT5G44800	1477	1889	1721	1943
gene:AT5G44820	39	29	46	82
gene:AT5G44830	0	2	0	0
gene:AT5G44840	0	0	0	0
gene:AT5G44850	0	0	0	0
gene:AT5G44860	294	366	383	375
gene:AT5G44870	463	662	550	677
gene:AT5G44900	12	22	32	20
gene:AT5G44910	66	44	40	35
gene:AT5G44920	0	0	0	0
gene:AT5G44930	144	169	93	159
gene:AT5G44940	0	0	0	0
gene:AT5G44950	0	0	0	0
gene:AT5G44960	0	0	0	0
gene:AT5G44970	0	0	0	0
gene:AT5G44973	6	8	4	10
gene:AT5G44980	18	18	12	23
gene:AT5G44990	0	1	0	0
gene:AT5G45000	6	4	7	20
gene:AT5G45010	20	30	20	27
gene:AT5G45020	66	140	150	167
gene:AT5G45030	252	278	223	237
gene:AT5G45040	105	107	115	70
gene:AT5G45050	446	631	546	723
gene:AT5G45060	863	1126	984	1205
gene:AT5G45070	30	34	46	59
gene:AT5G45080	14	6	19	29
gene:AT5G45090	0	0	0	0
gene:AT5G45095	6	10	6	4
gene:AT5G45100	361	385	239	357
gene:AT5G45110	837	1021	645	765
gene:AT5G45113	2	0	2	0
gene:AT5G45115	15	23	32	37
gene:AT5G45120	0	0	0	0
gene:AT5G45130	757	927	911	971
gene:AT5G45140	498	540	443	626
gene:AT5G45150	16	24	23	26
gene:AT5G45160	430	485	475	520
gene:AT5G45170	565	672	474	673
gene:AT5G45180	0	2	0	0
gene:AT5G45190	572	758	566	646
gene:AT5G45200	18	37	20	57
gene:AT5G45210	44	37	30	43
gene:AT5G45220	12	35	24	17
gene:AT5G45230	0	0	0	2
gene:AT5G45240	4	7	4	0
gene:AT5G45250	538	715	614	769
gene:AT5G45260	439	542	391	507
gene:AT5G45275	109	112	103	105
gene:AT5G45277	0	0	0	0
gene:AT5G45280	222	277	175	335
gene:AT5G45290	334	488	369	635
gene:AT5G45300	294	279	229	302
gene:AT5G45310	97	80	80	90
gene:AT5G45320	8	16	8	10
gene:AT5G45330	123	149	120	166
gene:AT5G45340	273	346	98	55
gene:AT5G45350	518	603	609	518
gene:AT5G45360	651	671	740	648
gene:AT5G45370	85	76	71	97
gene:AT5G45380	132	141	169	227
gene:AT5G45390	3273	3694	3545	3586
gene:AT5G45400	124	134	76	106
gene:AT5G45410	554	690	676	648
gene:AT5G45420	421	430	453	510
gene:AT5G45430	1053	1463	925	1182
gene:AT5G45440	25	45	30	39
gene:AT5G45450	4	6	0	14
gene:AT5G45455	3	2	2	2
gene:AT5G45460	51	75	53	72
gene:AT5G45469	9	7	8	4
gene:AT5G45470	742	962	908	1002
gene:AT5G45480	929	1058	1016	982
gene:AT5G45490	968	1154	1254	1201
gene:AT5G45500	770	932	991	1209
gene:AT5G45510	2609	2954	2820	3707
gene:AT5G45520	34	66	18	95
gene:AT5G45530	28	28	26	50
gene:AT5G45540	20	33	26	32
gene:AT5G45550	535	665	596	822
gene:AT5G45560	101	122	93	124
gene:AT5G45570	0	2	0	0
gene:AT5G45573	0	0	0	0
gene:AT5G45580	19	26	29	25
gene:AT5G45590	150	121	109	131
gene:AT5G45600	196	229	222	266
gene:AT5G45610	151	241	158	162
gene:AT5G45620	711	804	801	904
gene:AT5G45630	128	149	102	21
gene:AT5G45640	0	2	0	0
gene:AT5G45650	201	235	187	189
gene:AT5G45660	157	151	145	145
gene:AT5G45670	519	545	393	474
gene:AT5G45680	1235	1386	1430	1462
gene:AT5G45690	0	0	0	0
gene:AT5G45700	107	76	68	104
gene:AT5G45710	299	321	280	211
gene:AT5G45720	50	48	56	112
gene:AT5G45730	31	40	26	42
gene:AT5G45740	14	22	12	20
gene:AT5G45750	480	585	678	591
gene:AT5G45760	151	175	97	127
gene:AT5G45770	4	4	11	6
gene:AT5G45775	1158	1395	1235	1457
gene:AT5G45780	61	93	72	96
gene:AT5G45790	74	49	44	64
gene:AT5G45800	684	826	529	594
gene:AT5G45810	16	5	12	10
gene:AT5G45820	44	35	72	20
gene:AT5G45830	13	8	2	6
gene:AT5G45840	191	264	275	206
gene:AT5G45850	8	14	6	8
gene:AT5G45860	0	0	0	0
gene:AT5G45870	4	0	0	2
gene:AT5G45875	0	0	0	0
gene:AT5G45880	2	0	0	0
gene:AT5G45890	0	0	0	0
gene:AT5G45900	260	254	186	235
gene:AT5G45910	0	2	0	0
gene:AT5G45920	69	87	89	67
gene:AT5G45930	944	1028	938	1036
gene:AT5G45940	97	108	57	90
gene:AT5G45950	455	576	333	355
gene:AT5G45960	46	65	41	30
gene:AT5G45970	9	11	13	15
gene:AT5G45980	0	0	0	0
gene:AT5G45990	16	4	8	11
gene:AT5G46000	0	0	0	0
gene:AT5G46010	0	2	0	0
gene:AT5G46020	1175	1473	1251	1519
gene:AT5G46025	0	0	0	0
gene:AT5G46030	429	528	444	486
