Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT2G09725	0	4	0	0
gene:AT2G09730	0	0	1	0
gene:AT2G46572	89	83	73	90
gene:AT2G09735	410	399	203	196
gene:AT2G09740	25	41	47	65
gene:AT2G09745	4	7	8	4
gene:AT2G46685	5	2	3	5
gene:AT2G09750	0	0	0	0
gene:AT2G09755	0	0	1	0
gene:AT2G09760	0	0	0	0
gene:AT2G09765	0	0	0	0
gene:AT2G09770	0	0	0	0
gene:AT2G09775	6	11	6	3
gene:AT2G09780	0	0	0	0
gene:AT2G47015	34	36	26	32
gene:AT2G47100	0	0	0	0
gene:AT2G09785	478	520	529	567
gene:AT2G09805	122	195	181	184
gene:AT2G09815	0	0	0	0
gene:AT2G09825	0	0	0	0
gene:AT2G09835	0	0	0	0
gene:AT2G47275	0	0	1	0
gene:AT2G09845	0	0	0	0
gene:AT2G09875	0	0	0	0
gene:AT2G09885	58	69	48	42
gene:AT2G09895	343	421	289	343
gene:AT2G09905	8	7	19	19
gene:AT2G09915	0	0	0	0
gene:AT2G09925	0	0	0	0
gene:AT2G09935	11	7	3	0
gene:AT2G09945	269	333	301	351
gene:AT2G47585	0	0	0	2
gene:AT2G47740	1	0	0	0
gene:AT2G09955	7	0	4	0
gene:AT2G09965	4	5	0	2
gene:AT2G47895	13	15	22	23
gene:AT2G09975	140	147	123	180
gene:AT2G09995	0	0	1	2
gene:AT3G00970	4	1	4	2
gene:AT3G01142	290	308	279	288
gene:AT3G00975	4	0	0	2
gene:AT3G01202	473	485	481	488
gene:AT3G01313	2	1	0	0
gene:AT3G01316	2	1	0	0
gene:AT3G00980	6	1	2	1
gene:AT3G00985	0	0	0	0
gene:AT3G00995	0	0	0	0
gene:AT3G01005	52	32	42	36
gene:AT3G01025	0	0	0	0
gene:AT3G01035	103	133	82	142
gene:AT3G01045	10	7	7	10
gene:AT3G01705	0	0	0	0
gene:AT3G01055	5	4	4	4
gene:AT3G01065	31	48	20	36
gene:AT3G01075	0	0	0	0
gene:AT3G01095	0	0	0	0
gene:AT3G01105	3	2	5	6
gene:AT3G01115	0	0	0	2
gene:AT3G01125	0	0	0	0
gene:AT3G02315	0	0	0	0
gene:AT3G02335	0	0	0	0
gene:AT3G01135	70	83	60	72
gene:AT3G02715	2	0	0	0
gene:AT3G02832	37	22	11	12
gene:AT3G01145	0	0	0	0
gene:AT3G01155	0	0	0	0
gene:AT3G01165	0	4	8	1
gene:AT3G01195	0	0	0	0
gene:AT3G01205	447	630	439	393
gene:AT3G01215	4	2	5	9
gene:AT3G01225	4	2	12	1
gene:AT3G01235	2	2	2	0
gene:AT3G01255	0	0	0	0
gene:AT3G01275	0	0	0	0
gene:AT3G01285	0	0	0	0
gene:AT3G01295	20	15	12	16
gene:AT3G01305	0	0	0	0
gene:AT3G01315	0	0	0	0
gene:AT3G03702	43	56	47	84
gene:AT3G03845	0	0	0	0
gene:AT3G03852	0	0	0	0
gene:AT3G01365	2	14	5	11
gene:AT3G01375	22	45	25	31
gene:AT3G01385	0	0	0	0
gene:AT3G01395	0	0	0	0
gene:AT3G01425	10	13	7	11
gene:AT3G01445	0	0	2	3
gene:AT3G04485	41	64	47	45
gene:AT3G04525	0	0	0	0
gene:AT3G01485	504	628	457	521
gene:AT3G01495	21	21	16	19
gene:AT3G04765	0	1	0	0
gene:AT3G01505	1378	1631	1383	1485
gene:AT3G01515	211	249	208	201
gene:AT3G01525	49	67	52	70
gene:AT3G01535	0	0	0	0
gene:AT3G01545	84	114	83	110
gene:AT3G01555	52	51	27	33
gene:AT3G01565	1	0	0	0
gene:AT3G01575	0	0	0	0
gene:AT3G01585	0	2	0	0
gene:AT3G01595	4	2	1	1
gene:AT3G01605	12	20	22	21
gene:AT3G05152	0	0	0	4
gene:AT3G01615	17	19	11	7
gene:AT3G01625	4	0	2	0
gene:AT3G01635	11	16	24	13
gene:AT3G01645	0	0	0	0
gene:AT3G05525	0	2	0	1
gene:AT3G01655	0	0	0	1
gene:AT3G01665	0	0	0	0
gene:AT3G01675	0	0	0	0
gene:AT3G01695	8	11	8	6
gene:AT3G01715	15	12	6	7
gene:AT3G01735	0	0	0	2
gene:AT3G05755	0	0	0	0
gene:AT3G01745	17	25	21	22
gene:AT3G01755	0	0	0	1
gene:AT3G01765	0	0	0	0
gene:AT3G01775	0	0	0	0
gene:AT3G05835	0	0	0	0
gene:AT3G01785	0	0	0	0
gene:AT3G01795	6	13	11	11
gene:AT3G05905	1384	1668	1484	3567
gene:AT3G05932	245	276	204	250
gene:AT3G01805	0	0	0	0
gene:AT3G06105	0	0	0	0
gene:AT3G06125	225	337	324	363
gene:AT3G01815	0	0	0	0
gene:AT3G06335	0	0	0	1
gene:AT3G01835	0	5	2	6
gene:AT3G01845	0	2	2	2
gene:AT3G01855	0	0	0	0
gene:AT3G01865	31	26	21	23
gene:AT3G06665	0	0	0	0
gene:AT3G01885	0	0	0	2
gene:AT3G01895	162	184	247	204
gene:AT3G06900	0	2	1	2
gene:AT3G01905	43	47	38	32
gene:AT3G01915	5	15	8	7
gene:AT3G06962	4	0	1	0
gene:AT3G07025	0	0	0	0
gene:AT3G07055	0	0	0	0
gene:AT3G01925	12	10	5	9
gene:AT3G07115	0	0	0	0
gene:AT3G01935	0	0	2	0
gene:AT3G01945	22	23	29	21
gene:AT3G07185	0	0	0	0
gene:AT3G07215	192	188	178	222
gene:AT3G01965	0	0	0	0
gene:AT3G01975	0	0	0	0
gene:AT3G01985	0	0	0	0
gene:AT3G01995	113	123	180	173
gene:AT3G02015	35	29	16	26
gene:AT3G02025	12	1	6	8
gene:AT3G02035	4	9	11	17
gene:AT3G02045	13	11	12	13
gene:AT3G02055	0	0	0	0
gene:AT3G02075	16	20	10	6
gene:AT3G02085	5	4	0	0
gene:AT3G02095	54	58	45	63
gene:AT3G02105	104	124	106	108
gene:AT3G02115	106	89	84	103
gene:AT3G02135	0	0	0	0
gene:AT3G02145	0	0	0	0
gene:AT3G02155	0	0	0	0
gene:AT3G09285	0	0	0	0
gene:AT3G02165	9	14	9	18
gene:AT3G02195	0	0	0	0
gene:AT3G02205	33	30	19	10
gene:AT3G09505	0	0	0	0
gene:AT3G09585	0	0	0	0
gene:AT3G09595	0	1	0	0
gene:AT3G02215	87	90	81	94
gene:AT3G02225	5	12	7	9
gene:AT3G10015	1	0	0	0
gene:AT3G10035	0	0	0	0
gene:AT3G02235	0	0	0	0
gene:AT3G02265	0	0	0	0
gene:AT3G02275	64	58	71	54
gene:AT3G02285	3	9	3	3
gene:AT3G02295	16	14	32	31
gene:AT3G02305	123	140	139	102
gene:AT3G10415	0	0	0	0
gene:AT3G02325	0	0	0	0
gene:AT3G02345	0	0	0	0
gene:AT3G02365	40	48	50	57
gene:AT3G10745	0	2	2	2
gene:AT3G11285	0	0	0	0
gene:AT3G11395	0	0	0	1
gene:AT3G02385	0	2	1	0
gene:AT3G02395	0	0	0	0
gene:AT3G11415	1	1	1	0
gene:AT3G02405	0	1	2	0
gene:AT3G02415	0	0	0	0
gene:AT3G11435	0	0	0	0
gene:AT3G02425	0	0	0	0
gene:AT3G11505	0	0	0	0
gene:AT3G02435	7	3	7	8
gene:AT3G02445	7	7	5	7
gene:AT3G02455	1152	1326	1286	1543
gene:AT3G02465	26	13	7	13
gene:AT3G02475	3	6	8	2
gene:AT3G02485	52	46	47	63
gene:AT3G02495	84	99	129	108
gene:AT3G12385	0	0	0	0
gene:AT3G02505	126	119	123	153
gene:AT3G02525	67	71	57	64
gene:AT3G12502	165	166	107	193
gene:AT3G02535	21	36	34	26
gene:AT3G02545	22	32	35	19
gene:AT3G12585	0	0	0	1
gene:AT3G02565	64	64	62	64
gene:AT3G02575	169	206	181	237
gene:AT3G02585	21	35	21	32
gene:AT3G02595	0	0	0	0
gene:AT3G02605	0	0	0	0
gene:AT3G02615	0	0	0	0
gene:AT3G12965	227	311	236	236
gene:AT3G02625	0	0	0	0
gene:AT3G02635	0	0	0	0
gene:AT3G02655	0	0	0	0
gene:AT3G13061	290	353	281	334
gene:AT3G13223	0	1	0	0
gene:AT3G02665	0	0	0	0
gene:AT3G13277	112	141	126	127
gene:AT3G13335	0	0	0	0
gene:AT3G02685	0	0	0	0
gene:AT3G13405	4	5	6	17
gene:AT3G02695	0	1	0	0
gene:AT3G02705	0	0	1	1
gene:AT3G13525	0	0	0	0
gene:AT3G02725	1	1	0	0
gene:AT3G02735	0	0	0	1
gene:AT3G13724	1	1	1	0
gene:AT3G02745	0	0	0	0
gene:AT3G02755	2	1	7	6
gene:AT3G02765	203	222	227	243
gene:AT3G02775	0	0	0	0
gene:AT3G02785	3	0	0	0
gene:AT3G13855	1	2	3	5
gene:AT3G02795	3	2	0	0
gene:AT3G02805	0	0	0	0
gene:AT3G02815	0	0	0	0
gene:AT3G02825	3	9	9	27
gene:AT3G02835	0	0	0	0
gene:AT3G02845	44	51	44	53
gene:AT3G02855	3	1	5	1
gene:AT3G14185	2	2	0	6
gene:AT3G02895	4	0	6	1
gene:AT3G02905	0	0	0	0
gene:AT3G02915	20	17	32	37
gene:AT3G02925	8	5	15	11
gene:AT3G02935	11	12	10	17
gene:AT3G14385	0	2	0	0
gene:AT3G02945	2	3	6	5
gene:AT3G14475	9	9	5	13
gene:AT3G02955	0	0	0	0
gene:AT3G02985	8	10	1	9
gene:AT3G14735	1	2	0	1
gene:AT3G02995	0	0	0	0
gene:AT3G03005	0	0	0	0
gene:AT3G14855	0	0	0	0
gene:AT3G15055	0	0	0	0
gene:AT3G03025	360	418	369	359
gene:AT3G03035	0	0	0	0
gene:AT3G03045	0	0	0	0
gene:AT3G03055	0	0	0	0
gene:AT3G03065	0	0	0	0
gene:AT3G03075	1	6	6	5
gene:AT3G03085	0	0	0	0
gene:AT3G03095	15	29	31	25
gene:AT3G03105	1851	1768	1933	1642
gene:AT3G03115	0	0	0	0
gene:AT3G03125	15	25	7	3
gene:AT3G03135	67	77	85	60
gene:AT3G15536	0	0	0	0
gene:AT3G03145	311	279	242	203
gene:AT3G15585	0	0	1	0
gene:AT3G03155	68	97	61	125
gene:AT3G03165	4	7	2	4
gene:AT3G03175	2	0	0	2
gene:AT3G03195	5	6	6	9
gene:AT3G03205	0	0	0	0
gene:AT3G03215	67	92	71	48
gene:AT3G03225	0	4	0	4
gene:AT3G03235	0	0	0	0
gene:AT3G03245	0	0	0	0
gene:AT3G03255	0	0	0	0
gene:AT3G03265	537	673	876	1345
gene:AT3G03275	129	167	143	157
gene:AT3G03285	0	0	0	0
gene:AT3G03295	28	24	21	13
gene:AT3G03325	4	0	8	6
gene:AT3G03335	0	0	0	0
gene:AT3G16552	0	0	0	0
gene:AT3G03345	0	0	0	0
gene:AT3G03355	0	0	0	0
gene:AT3G03365	0	0	0	0
gene:AT3G03375	0	0	0	0
gene:AT3G03385	42	44	41	28
gene:AT3G03415	0	0	0	0
gene:AT3G03425	0	0	0	0
gene:AT3G03435	0	0	0	0
gene:AT3G03445	0	0	0	0
gene:AT3G03455	0	0	0	0
gene:AT3G17185	141	199	168	199
gene:AT3G03465	0	0	0	0
gene:AT3G03475	3723	4590	4681	6586
gene:AT3G03495	0	0	0	0
gene:AT3G03505	0	0	0	0
gene:AT3G03515	6	2	4	3
gene:AT3G03525	0	0	0	0
gene:AT3G03535	344	358	327	252
gene:AT3G03555	0	0	2	2
gene:AT3G03585	4	3	0	0
gene:AT3G03595	2	6	2	1
gene:AT3G03605	9	1	7	7
gene:AT3G03615	0	0	0	0
gene:AT3G03625	0	4	7	4
gene:AT3G03635	4	15	0	8
gene:AT3G18217	4	10	3	11
gene:AT3G03645	0	0	0	0
gene:AT3G03655	0	0	0	0
gene:AT3G03665	0	0	0	1
gene:AT3G18362	0	2	0	5
gene:AT3G03675	5	0	0	1
gene:AT3G03685	0	0	0	0
gene:AT3G03695	0	0	0	0
gene:AT3G03705	0	0	0	0
gene:AT3G03715	0	0	0	0
gene:AT3G03725	0	0	0	0
gene:AT3G03735	0	0	0	0
gene:AT3G03745	30	33	27	48
gene:AT3G03755	0	0	0	0
gene:AT3G03765	0	0	0	0
gene:AT3G03775	0	0	0	0
gene:AT3G18815	0	0	0	0
gene:AT3G18827	0	0	0	0
gene:AT3G03785	59	37	37	34
gene:AT3G18895	0	0	0	0
gene:AT3G18952	0	0	0	0
gene:AT3G19002	462	570	373	300
gene:AT3G03795	0	0	0	0
gene:AT3G19235	0	0	0	0
gene:AT3G03805	2	0	0	0
gene:AT3G03815	580	602	650	564
gene:AT3G03825	0	1	0	0
gene:AT3G03835	0	0	0	0
gene:AT3G03865	16	18	8	15
gene:AT3G03875	0	0	0	0
gene:AT3G03895	14	13	7	34
gene:AT3G03905	0	0	0	0
gene:AT3G03915	0	0	0	0
gene:AT3G03925	0	0	0	0
gene:AT3G03935	0	0	0	0
gene:AT3G03945	0	0	0	0
gene:AT3G03955	0	0	0	0
gene:AT3G03965	120	129	109	156
gene:AT3G20655	1	0	0	0
gene:AT3G03975	218	205	214	198
gene:AT3G03985	0	0	0	0
gene:AT3G03995	0	0	0	0
gene:AT3G04005	0	0	0	0
gene:AT3G04015	12	8	7	15
gene:AT3G04025	9	8	5	14
gene:AT3G04035	16	21	31	18
gene:AT3G20885	0	0	0	0
gene:AT3G20978	6	8	2	4
gene:AT3G04045	0	0	0	0
gene:AT3G04055	6	7	2	0
gene:AT3G04065	7	11	5	8
gene:AT3G04085	52	76	36	49
gene:AT3G04095	0	0	0	0
gene:AT3G04115	13	7	8	4
gene:AT3G04125	0	0	0	0
gene:AT3G21475	0	0	0	0
gene:AT3G04135	0	4	0	2
gene:AT3G04145	0	0	0	0
gene:AT3G21755	1285	1502	1128	1313
gene:AT3G21781	92	111	76	64
gene:AT3G21805	1	8	3	12
gene:AT3G04155	4	9	4	6
gene:AT3G04165	10	11	9	13
gene:AT3G04175	5	10	8	12
gene:AT3G04185	19	30	27	70
gene:AT3G04195	13	11	10	11
gene:AT3G04205	0	0	0	0
gene:AT3G04215	0	0	0	0
gene:AT3G04225	0	0	0	0
gene:AT3G22072	90	109	77	130
gene:AT3G22121	11790	12192	15961	16019
gene:AT3G04235	0	0	0	0
gene:AT3G04245	0	0	0	0
gene:AT3G04255	434	524	464	497
gene:AT3G04265	0	0	0	0
gene:AT3G04275	0	3	6	3
gene:AT3G04285	39	46	61	56
gene:AT3G04295	0	0	0	0
gene:AT3G04305	0	0	0	0
gene:AT3G04315	0	0	0	0
gene:AT3G04325	0	0	0	0
gene:AT3G22886	9	7	4	3
gene:AT3G04335	0	0	0	0
gene:AT3G04345	0	0	0	0
gene:AT3G04355	30	29	35	33
gene:AT3G04365	0	0	0	0
gene:AT3G04375	0	1	0	0
gene:AT3G04385	0	0	0	0
gene:AT3G04395	0	0	0	0
gene:AT3G23125	0	0	0	1
gene:AT3G04405	0	0	0	0
gene:AT3G04415	0	0	0	0
gene:AT3G04425	0	0	0	0
gene:AT3G04435	0	0	0	0
gene:AT3G23326	3	0	2	0
gene:AT3G04455	0	0	0	0
gene:AT3G04475	0	0	0	0
gene:AT3G04495	0	0	0	0
gene:AT3G04505	0	0	0	0
gene:AT3G04515	0	0	0	0
gene:AT3G04535	0	0	0	0
gene:AT3G04555	0	0	0	0
gene:AT3G04565	0	0	0	0
gene:AT3G04575	0	0	0	0
gene:AT3G04585	0	0	0	0
gene:AT3G04595	0	0	0	0
gene:AT3G04615	177	201	124	172
gene:AT3G04625	0	0	0	0
gene:AT3G04635	16	18	15	12
gene:AT3G04645	0	0	0	0
gene:AT3G24332	0	0	0	0
gene:AT3G04655	0	0	0	0
gene:AT3G04665	0	0	0	0
gene:AT3G04675	0	0	0	0
gene:AT3G04685	114	115	101	24
gene:AT3G04695	65	95	64	75
gene:AT3G24518	437	413	573	424
gene:AT3G04705	2	0	0	0
gene:AT3G04725	0	0	0	0
gene:AT3G04745	0	0	0	0
gene:AT3G04755	27	36	35	30
gene:AT3G24612	0	0	0	0
gene:AT3G04775	0	1	0	0
gene:AT3G24614	0	0	0	0
gene:AT3G24615	0	0	0	0
gene:AT3G04785	11	13	14	22
gene:AT3G04795	0	0	0	0
gene:AT3G04805	0	0	0	0
gene:AT3G04815	0	0	0	1
gene:AT3G04825	31	47	58	50
gene:AT3G04835	33	47	28	52
gene:AT3G04845	2	0	0	0
gene:AT3G04875	0	0	0	0
gene:AT3G04895	0	0	0	0
gene:AT3G04905	0	0	0	0
gene:AT3G04915	16	35	9	17
gene:AT3G04925	0	0	0	0
gene:AT3G25715	0	0	0	0
gene:AT3G04935	0	0	0	0
gene:AT3G04955	0	0	0	0
gene:AT3G25795	2	8	6	7
gene:AT3G04965	37	31	23	49
gene:AT3G04975	0	0	0	0
gene:AT3G04985	0	0	0	0
gene:AT3G04995	8	9	4	5
gene:AT3G05005	0	0	0	0
gene:AT3G05015	22	28	26	27
gene:AT3G05025	0	0	0	0
gene:AT3G05045	0	0	0	0
gene:AT3G05055	0	0	0	0
gene:AT3G26612	61	84	105	99
gene:AT3G05075	18	27	27	33
gene:AT3G26747	0	0	0	0
gene:AT3G05085	0	0	0	4
gene:AT3G26812	2	2	0	0
gene:AT3G26813	0	0	0	1
gene:AT3G05095	0	0	0	0
gene:AT3G05105	1	0	0	3
gene:AT3G26815	0	0	2	0
gene:AT3G26816	0	0	0	0
gene:AT3G26818	0	0	0	3
gene:AT3G26819	0	0	0	0
gene:AT3G05115	0	0	0	0
gene:AT3G05125	0	0	0	0
gene:AT3G05135	8	5	2	7
gene:AT3G05145	11	13	3	12
gene:AT3G05175	0	0	0	0
gene:AT3G05185	0	0	0	0
gene:AT3G05195	0	0	0	0
gene:AT3G05205	0	0	0	0
gene:AT3G05215	0	0	0	0
gene:AT3G05225	0	0	0	0
gene:AT3G05235	0	0	0	0
gene:AT3G05245	2	4	4	3
gene:AT3G05265	0	0	0	0
gene:AT3G27555	0	2	0	0
gene:AT3G05275	0	0	0	0
gene:AT3G05285	65	68	58	75
gene:AT3G05295	0	0	0	0
gene:AT3G05305	0	0	0	0
gene:AT3G05315	0	1	0	0
gene:AT3G27825	1	0	0	1
gene:AT3G27845	0	0	0	0
gene:AT3G27865	9	2	2	5
gene:AT3G05325	5	8	4	2
gene:AT3G05335	3	9	18	15
gene:AT3G05355	5	21	10	14
gene:AT3G27884	60	64	26	57
gene:AT3G05375	0	1	0	0
gene:AT3G27990	230	251	225	248
gene:AT3G05385	0	1	0	0
gene:AT3G05395	0	0	0	0
gene:AT3G05445	0	0	0	0
gene:AT3G05455	0	0	0	0
gene:AT3G05465	0	0	0	0
gene:AT3G05475	0	0	0	0
gene:AT3G05485	0	0	0	0
gene:AT3G05495	4	8	10	3
gene:AT3G05505	0	0	0	0
gene:AT3G05515	0	0	0	0
gene:AT3G05535	0	0	0	0
gene:AT3G05555	0	0	0	0
gene:AT3G28685	0	0	0	0
gene:AT3G28695	0	0	0	0
gene:AT3G05575	1	2	2	9
gene:AT3G05585	0	0	2	0
gene:AT3G05595	0	0	0	0
gene:AT3G05605	0	0	0	0
gene:AT3G05635	1	0	0	0
gene:AT3G05645	0	0	0	0
gene:AT3G05655	3	3	5	0
gene:AT3G05665	0	0	0	0
gene:AT3G29095	0	0	0	0
gene:AT3G05695	0	0	0	0
gene:AT3G05705	0	0	0	0
gene:AT3G05715	0	5	3	4
gene:AT3G05735	0	0	0	0
gene:AT3G05745	0	0	0	0
gene:AT3G05765	0	0	0	0
gene:AT3G05785	0	0	0	0
gene:AT3G05795	0	0	0	0
gene:AT3G05805	0	0	0	0
gene:AT3G05815	0	0	0	0
gene:AT3G05825	0	0	0	0
gene:AT3G05845	10	0	0	0
gene:AT3G05855	0	0	2	0
gene:AT3G05885	0	0	0	0
gene:AT3G05895	0	2	0	0
gene:AT3G05915	0	0	0	0
gene:AT3G05925	0	0	0	0
gene:AT3G29644	76	122	88	111
gene:AT3G05945	164	226	233	269
gene:AT3G05955	0	1	3	1
gene:AT3G05965	0	0	0	0
gene:AT3G05985	0	0	0	0
gene:AT3G05995	3	0	0	5
gene:AT3G06015	0	0	0	0
gene:AT3G06025	0	0	4	2
gene:AT3G06045	0	1	2	2
gene:AT3G30345	0	0	0	0
gene:AT3G06055	0	0	0	0
gene:AT3G06065	0	0	0	0
gene:AT3G06075	0	0	0	0
gene:AT3G06095	3	0	0	1
gene:AT3G06115	0	0	0	0
gene:AT3G06135	0	0	0	0
gene:AT3G06155	0	0	0	0
gene:AT3G06165	0	0	0	0
gene:AT3G06185	0	0	0	0
gene:AT3G06205	0	0	0	0
gene:AT3G06215	0	0	0	0
gene:AT3G06225	0	0	0	0
gene:AT3G06235	0	0	0	0
gene:AT3G06245	0	1	0	0
gene:AT3G06255	0	0	0	0
gene:AT3G06265	0	0	0	0
gene:AT3G06275	0	0	0	0
gene:AT3G06285	0	1	0	0
gene:AT3G06295	0	0	0	0
gene:AT3G06315	0	0	0	0
gene:AT3G41761	64	78	120	75
gene:AT3G06325	18	8	14	12
gene:AT3G06345	114	98	132	103
gene:AT3G41768	108143	29055	109574	105925
gene:AT3G06355	912	749	1031	1061
gene:AT3G41979	0	0	0	0
gene:AT3G06375	0	0	0	0
gene:AT3G06385	0	0	0	0
gene:AT3G06395	0	0	0	0
gene:AT3G06405	0	0	0	0
gene:AT3G06415	0	0	0	0
gene:AT3G06425	6	8	6	9
gene:AT3G06445	0	0	0	0
gene:AT3G06465	0	0	0	0
gene:AT3G06475	0	0	0	0
gene:AT3G06485	0	0	0	0
gene:AT3G06495	4	2	2	4
gene:AT3G06515	0	0	0	0
gene:AT3G06525	0	0	0	0
gene:AT3G06535	0	0	0	0
gene:AT3G06555	0	0	0	0
gene:AT3G06565	0	0	0	0
gene:AT3G06575	0	0	2	0
gene:AT3G06585	0	0	0	0
gene:AT3G06595	0	0	0	0
gene:AT3G06605	0	0	0	0
gene:AT3G06615	0	0	0	0
gene:AT3G06625	0	0	0	0
gene:AT3G06635	0	0	0	0
gene:AT3G06645	0	0	0	0
gene:AT3G06655	0	0	0	0
gene:AT3G06675	0	0	0	0
gene:AT3G06685	2	0	0	0
gene:AT3G06695	0	0	0	0
gene:AT3G06715	0	0	0	0
gene:AT3G06725	0	0	0	0
gene:AT3G06735	0	0	0	0
gene:AT3G06745	0	0	0	0
gene:AT3G06755	4	2	12	10
gene:AT3G06765	0	0	0	0
gene:AT3G06775	0	0	0	0
gene:AT3G06785	0	0	0	0
gene:AT3G06795	0	0	0	0
gene:AT3G06805	0	2	2	1
gene:AT3G06815	4	1	2	0
gene:AT3G06835	0	0	0	0
gene:AT3G44444	0	0	0	0
gene:AT3G06845	0	0	0	0
gene:AT3G06855	0	0	0	0
gene:AT3G06905	0	0	0	0
gene:AT3G06915	0	0	0	0
gene:AT3G06925	0	0	0	0
gene:AT3G44765	0	3	2	4
gene:AT3G44798	179	194	201	223
gene:AT3G06935	0	0	0	0
gene:AT3G44955	0	0	0	0
gene:AT3G06955	0	0	20	3
gene:AT3G06975	0	0	0	0
gene:AT3G07045	6	2	0	2
gene:AT3G07065	0	0	0	0
gene:AT3G07075	0	0	0	0
gene:AT3G07085	0	0	0	0
gene:AT3G07095	0	0	0	0
gene:AT3G07105	17	10	25	17
gene:AT3G07125	4	8	9	4
gene:AT3G07135	0	0	0	0
gene:AT3G07155	0	0	2	0
gene:AT3G07165	0	0	0	0
gene:AT3G07175	1	7	3	3
gene:AT3G07205	38	41	34	43
gene:AT3G45638	12	28	22	26
gene:AT3G07225	0	0	0	0
gene:AT3G07235	0	0	0	0
gene:AT3G07245	0	0	0	0
gene:AT3G07265	50	37	31	51
gene:AT3G07275	0	0	0	0
gene:AT3G07295	0	0	0	0
gene:AT3G07305	0	2	1	9
gene:AT3G45935	0	0	0	0
gene:AT3G45955	0	0	0	0
gene:AT3G45965	0	0	0	0
gene:AT3G07315	781	910	824	943
gene:AT3G07325	0	0	0	0
gene:AT3G07335	0	0	0	0
gene:AT3G07345	0	0	1	0
gene:AT3G07355	8	11	7	8
gene:AT3G07365	18	23	56	4
gene:AT3G07375	231	205	235	214
gene:AT3G07385	2	2	2	2
gene:AT3G07395	0	0	0	0
gene:AT3G07405	0	0	0	0
gene:AT3G07415	0	0	0	0
gene:AT3G07435	2	1	0	0
gene:AT3G46585	2	0	0	0
gene:AT3G07465	0	0	4	2
gene:AT3G46614	2	11	2	0
gene:AT3G07475	0	0	0	0
gene:AT3G07485	0	0	1	0
gene:AT3G07495	0	0	0	0
gene:AT3G07505	0	0	0	1
gene:AT3G07515	0	2	0	0
gene:AT3G46658	119	159	136	151
gene:AT3G46668	635	771	604	407
gene:AT3G07545	0	0	0	0
gene:AT3G07555	244	287	315	337
gene:AT3G07585	0	0	0	0
gene:AT3G46875	0	0	0	0
gene:AT3G07605	0	12	14	17
gene:AT3G07615	74	78	81	76
gene:AT3G07625	16	16	19	29
gene:AT3G07635	4	4	2	2
gene:AT3G07645	0	0	0	0
gene:AT3G07655	0	0	0	0
gene:AT3G07665	0	0	0	0
gene:AT3G07675	33	34	20	30
gene:AT3G07685	0	0	0	0
gene:AT3G07695	0	0	0	0
gene:AT3G07705	74	64	75	62
gene:AT3G07715	9	7	3	3
gene:AT3G47342	18	17	12	13
gene:AT3G07725	29	33	21	26
gene:AT3G07735	26	13	20	23
gene:AT3G47347	29	41	29	44
gene:AT3G47348	57	48	56	70
gene:AT3G07745	0	0	0	0
gene:AT3G07755	0	0	0	0
gene:AT3G07765	0	0	0	0
gene:AT3G07775	1	0	0	0
gene:AT3G07785	63	49	33	56
gene:AT3G07795	113	166	168	194
gene:AT3G07805	848	1105	841	915
gene:AT3G07815	0	0	0	0
gene:AT3G07825	51	85	63	71
gene:AT3G07835	369	572	409	260
gene:AT3G07845	0	0	0	0
gene:AT3G07855	0	0	0	0
gene:AT3G48057	0	0	0	0
gene:AT3G07865	0	0	0	0
gene:AT3G48115	508	526	546	522
gene:AT3G07875	52	59	61	54
gene:AT3G07885	74	101	71	94
gene:AT3G48201	0	2	0	1
gene:AT3G07895	1	0	0	0
gene:AT3G07905	0	0	0	0
gene:AT3G07915	0	0	2	0
gene:AT3G07925	104	158	111	89
gene:AT3G48275	0	0	0	0
gene:AT3G07935	0	0	0	0
gene:AT3G07945	0	0	0	0
gene:AT3G07955	0	0	0	0
gene:AT3G07965	0	0	0	0
gene:AT3G07975	0	0	0	0
gene:AT3G48515	0	0	0	0
gene:AT3G07985	0	0	0	0
gene:AT3G48745	0	0	0	0
gene:AT3G07995	2	0	1	0
gene:AT3G08005	0	0	0	0
gene:AT3G08025	0	0	0	0
gene:AT3G08035	0	0	0	0
gene:AT3G08045	8	13	8	12
gene:AT3G08050	0	0	0	0
gene:AT3G08055	0	0	0	0
gene:AT3G08065	44	31	46	54
gene:AT3G49668	199	235	241	266
gene:AT3G08070	29	32	26	21
gene:AT3G08075	50	53	42	60
gene:AT3G08080	0	0	0	0
gene:AT3G08085	2	9	1	1
gene:AT3G49925	0	0	0	0
gene:AT3G08090	0	0	0	0
gene:AT3G08100	1	0	0	2
gene:AT3G08105	0	0	0	0
gene:AT3G08110	0	0	0	0
gene:AT3G08115	12	6	2	12
gene:AT3G50505	0	0	0	0
gene:AT3G08120	0	0	0	0
gene:AT3G08125	0	0	0	0
gene:AT3G08130	0	0	0	0
gene:AT3G08135	0	0	0	0
gene:AT3G50665	0	0	0	0
gene:AT3G08140	0	0	0	0
gene:AT3G08150	0	0	0	0
gene:AT3G08155	0	0	0	0
gene:AT3G08160	0	0	0	0
gene:AT3G08165	9	13	22	8
gene:AT3G50825	22	46	22	24
gene:AT3G50835	0	0	0	0
gene:AT3G50895	0	0	0	0
gene:AT3G08170	2095	2454	2282	2483
gene:AT3G51075	53	55	60	77
gene:AT3G08175	0	0	0	0
gene:AT3G51135	0	0	1	0
